店名,住所,電話番号,予約・お問い合わせ
福島牛焼肉牛豊 朝日店,福島県郡山市朝日二丁目3-34 ,-,024-934-4129
ステラおばさんのクッキー 郡山エスパル店（アントステラ）,福島県郡山市燧田195 エスパル郡山店 1F,-,024-939-7660
だいこんの花（だいこんのはな）,福島県郡山市駅前2-5-4 ,-,024-932-0010
船盛居食屋 いわさわ 郡山店,福島県郡山市土瓜1-225-3 ,-,不明の為情報お待ちしております
パティスリーレクラン（Pâtisserie　L'ECRIN ）,福島県郡山市小原田3-16-3 ,-,024-954-7588
すき家 郡山富久山店,福島県郡山市富久山町久保田字太郎殿前2-12 ,-,非公開
ヨーグルト専門店モーニング 桑野店,福島県郡山市桑野3-14-18 クローネ郡山　1Ｆ,-,024-932-1192
アーマテラス カフェ（ama terrasse Cafe）,福島県郡山市中町13-1 うすい百貨店 4F,-,024-973-6356
串酒場　ピザ酒場　おれんじ（Sesame だいにんぐ Orange）,福島県郡山市中町6-14 ,-,024-931-2036
日の出家,福島県郡山市富久山町久保田太郎殿前2-8 ,-,-
紅葉館きらくや,福島県郡山市熱海町熱海4-39 ,-,024-984-2130
かまぼこの鐘崎 郡山おみやげ館,福島県郡山市燧田195 S-PAL郡山郡山おみやげ館 1F,-,-
かつ丸 新さくら通り店,福島県郡山市鳴神1丁目13 ,-,024-961-7466
魚べい 郡山島店,福島県郡山市島1-18-1 ,-,-
益元（ますげん）,福島県郡山市桑野4-8-10 ,-,024-922-9011
はるの,福島県郡山市昭和2-18-23 ,-,-
焼肉三昧,福島県郡山市島1-1-11 ,-,024-924-0360
アランチャ,福島県郡山市朝日3-6-3 レジデンス朝日 1F,-,024-973-7267
焼肉冷麺やまなか家 安積店,福島県郡山市安積1-80-1 ,-,024-926-1189
シャトレーゼ 八山田店,福島県郡山市八山田5-384-1 ,-,024-932-5533
ＳＨＩＮ（シン）,福島県郡山市安積3-17 ,-,024-945-2555
クスリのアオキ 磐城守山店,福島県郡山市田村町守山字小性町139 ,-,024-983-0792
猫屋敷,福島県郡山市朝日2-17-15 AYビル 1F,-,024-954-3151
Bar 963,福島県郡山市駅前1-3 ,-,不明の為情報お待ちしております
茶寮 蓮,福島県郡山市並木2-9-12 ,-,024-934-2522
焼肉セツ子,福島県郡山市方八町2-10-12 サンコーポ,-,024-954-9660
ヨークベニマル 安積町店（york benimaru）,福島県郡山市安積2-121 ,-,024-937-1749
emi cafe（エミ カフェ）,福島県郡山市大槻町六角北19-14 ,-,不明の為情報お待ちしております
京都からあげ 梅しん 郡山,福島県郡山市安積荒井3-319 ,-,024-955-6711
福来楼,福島県郡山市小原田3-154-1 ,-,不明の為情報お待ちしております
彩果の宝石 うすい百貨店,福島県郡山市中町13-1 うすい百貨店 B1F,-,024-932-0001
美味しんぼ倶楽部,福島県郡山市大町2-13-1 ,-,024-933-8030
ほっともっと 田村町金屋店,福島県郡山市田村町金屋字新家33-1 ,-,024-941-4600
BETOAJI（ベトアジ）,福島県郡山市駅前2-6-1 ,-,不明の為情報お待ちしております
ノーベル 希望ヶ丘店,福島県郡山市富田町大徳南6-2 ,-,不明の為情報お待ちしております
焼とりマサ坊,福島県郡山市池ノ台1-2 ,-,024-932-9371
ザ・モール郡山,福島県郡山市長者1-1-56 ,-,024-933-0100
食処 心（kokoro）,福島県郡山市島2-40-1 1F,-,不明の為情報お待ちしております
ブイチェーン 緑ヶ丘店,福島県郡山市緑ケ丘東3-2-1 ,-,024-941-2300
おかずの杜,福島県郡山市長者1-1-56 ザ・モール郡山 1F,-,024-991-8136
駅前食堂　和み,福島県郡山市熱海町熱海1-111 ,-,不明の為情報お待ちしております
プルシャカフェ,福島県郡山市大槻町上前田75-28 ,-,024-905-3416
ほるもん焼き 福ちゃん 本店,福島県郡山市中町7-14 飯島中町ビル 2F,-,024-983-8428
いこい食堂,福島県郡山市開成3-4-2 ,-,024-932-2476
をりふしの宿昭月（ヲリフシノヤドショウゲツ）,福島県郡山市熱海町熱海5-30 ,-,024-984-3309
ちぐさ食堂,福島県郡山市細沼町4-10 ,-,024-923-9901
郡山ユラックス熱海,福島県郡山市熱海町熱海2-148-2 ,-,024-984-2800
お食事処 さくら 図景店,福島県郡山市図景1-17-27 ,-,-
カワチ薬品 城清水店,福島県郡山市城清水18 ,-,024-933-0622
シェフのエプロン LIVIN郡山店,福島県郡山市長者1-1-56 ザ・モール郡山 1F,-,024-931-5666
ふる里,福島県郡山市大槻町土瓜164-1 ,-,024-951-7086
おか路,福島県郡山市富田町町畑19-3 ,-,024-952-8109
RADIO BAR（ラジオ バー）,福島県郡山市駅前2-6-4 富士館ビル　３Ｆ,-,024-922-7719
串登美,福島県郡山市虎丸町9-9 ,-,024-933-9101
クイックデリ 郡山店,福島県郡山市燧田195 ピボット,-,024-934-8820
ヨークベニマル 桑野店,福島県郡山市桑野4-3-4 ,-,不明の為情報お待ちしております
そば処 天じん屋,福島県郡山市朝日2-17-22 ,-,024-983-1229
シャンブル 富田店,福島県郡山市富田東1-136 ,-,024-991-6670
二代目串焼き 串バル 二本木,福島県郡山市大槻町字二本木6-3 ,-,050-8885-2980
デリカフェ 照（DeliCafe terra）,福島県郡山市巳六段95 ,-,不明の為情報お待ちしております
安斎精肉店,福島県郡山市希望ヶ丘1-16 ,-,不明の為情報お待ちしております
聚香園（ジュコウエン）,福島県郡山市安積町日出山2-16 ,-,024-954-4718
炉ばたの炉ばた,福島県郡山市大町1-2-15 ,-,024-922-2021
マーキュリー,福島県郡山市駅前1-1-11 ,-,024-921-9056
居酒屋つむぎ,福島県郡山市虎丸町8-7 ,-,090-2609-9392
ジョージア,福島県郡山市駅前2-7-16 1F,-,024-933-6966
こまめや,福島県郡山市虎丸町16-2 ,-,024-934-3751
ザ・ビッグ 郡山店,福島県郡山市松木町2-88 ,-,024-941-7700
AND YUMMY（アンド ヤミー）,福島県郡山市西ノ内1-5-14 ,-,不明の為情報お待ちしております
チサンホテル郡山,福島県郡山市駅前1-8-18 ,-,024-923-6711
アパホテル 郡山駅前（APAホテル）,福島県郡山市駅前1-9-18 ,-,024-923-9111
炉ばた三代,福島県郡山市堂前町31-10 ,-,080-9712-9458
休石温泉 太田屋,福島県郡山市逢瀬町多田野字休石29 ,-,024-957-2620
焼きとりはらだ,福島県郡山市安積町荒井北大部5-21 ,-,024-946-3726
菓子工房　ひのでや,福島県郡山市田村町大善寺字上石切場75 ,-,024-955-2350
向山製作所 うすい百貨店,福島県郡山市中町13-1 うすい百貨店 B1F,-,024-932-0001
優記寿し,福島県郡山市舞木町岩ノ作114-23 ,-,024-943-1658
韓国酒場 ポル,福島県郡山市駅前2-8-5 ,-,不明の為情報お待ちしております
食彩や和来,福島県郡山市桑野4-4-6 ,-,024-933-5155
ファミリーマート 郡山谷地本町店（FamilyMart）,福島県郡山市谷地本町89 ,-,024-961-8061
煙,福島県郡山市大町1-4-15 第2増子ビル 3F,-,024-927-4532
セブンイレブン 郡山名倉店（SEVENELEVEN）,福島県郡山市安積北井2-379 ,-,024-946-2931
たぬき,福島県郡山市安積町成田西畑39-2 ,-,024-945-9846
ファミリーマート 郡山富久山福原店,福島県郡山市富久山町福原東苗内 36-1 ,-,024-926-5118
東々亭,福島県郡山市堂前町12-3 ,-,024-932-1810
悠膳,福島県郡山市熱海町熱海2-100 ,-,不明の為情報お待ちしております
三浦屋貝願亭,福島県郡山市桑野1-5-16 ,-,024-925-0686
石莚屋（イシムシロヤ）,福島県郡山市うねめ町247 ,-,024-951-0712
オフィスミールサービス 郡山店,福島県郡山市香久池1-13-18 ,-,024-939-6339
おべんとうキッチンボックス（おべんとうKitchenBox）,福島県郡山市字八木橋75-1 ,-,024-953-8585
コーヒーアンドマフィン 豆灯舎 麓山（coffee and muffin トウトウシャ）,福島県郡山市麓山1-9-3 ,-,024-932-0024
東横INN  郡山（東横イン）,福島県郡山市本町1-16-3 ,-,024-935-1045
鼓月 うすい百貨店,福島県郡山市中町13-1 うすい百貨店 B1F,-,024-932-0001
直木,福島県郡山市中町15-29 ,-,024-933-9223
橙家 朝日店,福島県郡山市朝日3-5-18 千葉ビル 1F,-,024-953-6336
とり家 権八（とりや ごんぱち）,福島県郡山市大町1-4-16 増子ビル　１Ｆ,-,024-935-5808
うどん屋 大将,福島県郡山市安積町日出山2-80 アミューズパーク 1F,-,024-943-5577
すし観,福島県須賀川市今泉字上鶴51-2 ,-,0248-65-2995
DANKE（ダンケ）,福島県郡山市朝日1-29-1 BASE 1F,-,024-973-5283
肉のながせ,福島県郡山市熱海町熱海1-278 ,-,024-984-2348
串とろ 郡山店,福島県郡山市桑野1-13-25 ,-,不明の為情報お待ちしております
串・炭火焼ダイニングもりおか,福島県郡山市山崎298-6 ,-,024-933-8710
お漬物 鏡屋,福島県郡山市燧田195 郡山駅食品館 Pivot 1F,-,024-931-3240
杉の子,福島県郡山市大町1-2-15 ,-,不明の為情報お待ちしております
ブイチェーン 新守山店,福島県郡山市田村町守山小性町30 ,-,024-973-5967
然,福島県郡山市堤下町9-16 ,-,不明の為情報お待ちしております
コムギヤ（KOMUGIYA）,福島県郡山市台新1-1-9 1F,-,-
ふたば,福島県郡山市本町2-2-6 ,-,024-924-0038
gran喜一,福島県郡山市開成1-5 ,-,024-953-8898
RED MEDICINE（レッドメディスン）,福島県郡山市堂前町18-4 ,-,不明の為情報お待ちしております
キックオフ,福島県郡山市堂前町2-20 ,-,024-933-9323
からあげ専門店 金星 郡山店,福島県郡山市若葉町11-20 ,-,080-7238-2341
大豊 小山田店,福島県郡山市大槻町字小山田西1-1 ,-,不明の為情報お待ちしております
かど屋（【旧店名】神山菓子店）,福島県郡山市中田町高倉字下ノ沢84 ,-,024-943-1917
Gelateria Matteo ヨークパーク店,福島県郡山市西ノ内2-11-40 ヨークパーク 1F,-,不明の為情報お待ちしております
floral dining 花の音（kanon ふろーらるだいにんぐ かのん）,福島県郡山市大町1-4-15 ,-,024-953-8175
百屋（ももや）,福島県郡山市駅前1-9-6 ,-,不明の為情報お待ちしております
にんじん舎,福島県郡山市下白岩町波前場45 ,-,024-942-2444
宇津峰カントリークラブ,福島県須賀川市塩田字宮田1 ,-,0248-79-2101
えびちゃん,福島県郡山市富久山町久保田久保田175 ,-,不明の為情報お待ちしております
Sei-Chanのクレープ（せいちゃん）,福島県郡山市堂前町21-7 ,-,080-1845-6106
お食事処 さくら 並木店,福島県郡山市並木3-2-21 ,-,-
縁歌,福島県郡山市安積町荒井大池北38-1 ,-,024-947-3775
やきとり健歩゛,福島県郡山市咲田2-11-3 ,-,024-935-3477
Cafellia（カフェリア）,福島県郡山市島1-1-13 マルショービル 1F,-,不明の為情報お待ちしております
ギャラリーローズマリーカフェ,福島県郡山市富田町大徳南17-6 ,-,不明の為情報お待ちしております
幸楽苑のからあげ家 久留米店,福島県郡山市久留米3-119-1 ,-,不明の為情報お待ちしております
フランセ うすい百貨店,福島県郡山市中町13-1 うすい百貨店 B1F,-,024-932-0001
ユースタイル 郡山店（USTYLE）,福島県郡山市中町11-1 クラブ第一ビル,-,不明の為情報お待ちしております
つつみ屋 郡山八山田店,福島県郡山市八山田5-13 メインビル八山田,-,024-922-6668
かわちや 柴宮店,福島県郡山市安積町荒井字柴宮山3-45 ,-,024-937-5831
ナマステサティー,福島県郡山市大槻町西ノ宮西51-10 ,-,024-951-7878
ぐ～ペコ（Goopeko）,福島県郡山市並木1-2-13 ,-,不明の為情報お待ちしております
ミニストップ 郡山南インター店（MINISTOP）,福島県郡山市三穂田町川田2-242-1 ,-,024-947-6208
メリーゴーランド,福島県郡山市安積町成田字東丸山61 1F,-,024-947-1600
志満秀 うすい百貨店,福島県郡山市中町13-1 うすい百貨店,-,024-932-0001
おひつごはん 四六時中 郡山松木店,福島県郡山市松木町2-88 イオンタウン郡山 1F,-,080-7354-9427
漢陽苑,福島県郡山市富久山町久保田久保田61 ,-,024-932-4832
LAWSON 郡山笹川二丁目店 （ローソン）,福島県郡山市笹川2-32-4 ,-,不明の為情報お待ちしております
THE GOD BURGER（ザ ゴットバーガー）,福島県郡山市安積町長久保3-18-7 陸ビル 1F,-,不明の為情報お待ちしております
すずらん食堂,福島県郡山市日和田町蛇ケ森36-7 ,-,-
ポンヌフ（Pont Neuf）,福島県郡山市中町5-17 ,-,024-973-7863
ふねや,福島県郡山市大槻町字堤西25-3 ,-,024-961-4443
輝く仲間と旬菜の楽園,福島県郡山市大槻町字広町26-1 1F,-,024-983-1221
ブイチェーン 大槻店（Vchain）,福島県郡山市大槻町南八耕地20 ,-,024-966-3966
BAR  天使のわけまえ（バー テンシノワケマエ）,福島県郡山市駅前1-4-13 陣屋エリート１１ビル　１Ｆ,-,024-934-6715
ここからお昼部門 昼から,福島県郡山市堂前町27-7 RHINOSビル 1F,-,024-953-4278
ドンキホーテ 郡山駅東店,福島県郡山市向河原町4-40 1F,-,024-941-2901
サロンドゥサクラ 郡山うすい店（Salon de SAKURA）,福島県郡山市中町13-1 うすい百貨店 B1F,-,0249-83-5758
味広さとう,福島県郡山市若葉町6-18 ,-,024-922-4463
ニューデイズ キオスク 郡山駅新幹線上りホーム（NewDays KIOSK）,福島県郡山市燧田195 郡山駅 1F 新幹線上りホーム 東京方,-,-
カワチ薬品 大槻店,福島県郡山市御前南1-19 ,-,024-966-2220
ファミリーマート 郡山金屋平舘店,福島県郡山市田村町金屋字平館55 ,-,024-941-0018
直雅（なおまさ）,福島県郡山市堂前町12-1 ,-,024-932-0486
盛亭 山治 郡山店,福島県郡山市大槻町広町21-4 ,-,不明の為情報お待ちしております
ヨークベニマル 小原田店（yorkbenimaru）,福島県郡山市小原田5-11-11 ,-,024-941-3960
とんぼ,福島県郡山市喜久田町菖蒲池21-26 ,-,不明の為情報お待ちしております
CONNECT（コネクト）,福島県郡山市朝日1-29-1 BASEビル 2F Since.,-,不明の為情報お待ちしております
庵ぐら 桑野店,福島県郡山市桑野2-7-13 ,-,024-983-8288
居酒屋みゆき,福島県郡山市大槻町菅田35-1 ,-,024-952-5656
あぶりや食堂 分家,福島県郡山市駅前2-1-1 ,-,024-931-2555
セブンイレブン 郡山熱海町高玉店（SEVEN ELEVEN）,福島県郡山市熱海町高玉二渡34-2 ,-,024-984-6055
HOPJAPAN ビアレストラン郡山店（ホップジャパン）,福島県郡山市駅前1-9-18 ,-,024-953-6767
タリーズコーヒー 郡山安積店（Tullyʼs Coffee）,福島県郡山市安積荒井3-363 ,-,024-954-9998
炭火焼いろり焼 たきびや 郡山朝日本店,福島県郡山市朝日2-11-9 ,-,024-955-6766
バー ジンジン（Bar ZinZin）,福島県郡山市駅前2-2-6 銀柳ビル B1F,-,024-983-3330
ブッチーニ（Buccini）,福島県郡山市駅前1-4-6 吉田ビル,-,024-953-7417
和菓子　安河屋（やすかわや）,福島県郡山市本町2丁目7-10 ,-,024-922-4041
LAWSON 郡山コスモス通り店（ローソン）,福島県郡山市谷地本町41 ,-,024-961-0242
グリーンカフェ,福島県郡山市安積1-2-2 ,-,024-945-1316
TARAKU（田楽）,福島県須賀川市向陽町146-2 ,-,0248-94-7708
ドトールコーヒーショップ 郡山フェスタ店,福島県郡山市日和田町小原1 ,-,-
グッディ・フォーユー S-PAL郡山店（good day for you）,福島県郡山市燧田195 エスパル郡山店 1F,-,03-6434-9155
伊東商店,福島県郡山市堤下町7-5 ,-,-
我が家,福島県郡山市駅前2-5-9 エリート29ビル 201,-,不明の為情報お待ちしております
小池菓子舗  ヨークパーク店,福島県郡山市西ノ内2-11-40 ヨークパーク 1F,-,不明の為情報お待ちしております
NitchoLabo西の内校,福島県郡山市西ノ内2-11-40 ヨークパーク 1F,-,024-983-5551
トットちゃん,福島県郡山市大町1-4-16 第一増子ビル 3F,-,024-933-9283
郡山駅 在来線改札外コンコース　売店,福島県郡山市字燧田195 ,-,不明の為情報お待ちしております
ハイパー ガヤ 郡山八山田店（HYPER Gaja）,福島県郡山市富田町乙路後28-1 ,-,024-973-6767
わらい家,福島県郡山市湖南町福良字山崎8870 ,-,024-983-2944
鮨ちゃんこよしお,福島県郡山市堂前町12-5 ,-,024-932-5781
四方山 GOQUUTO（ヨモヤマ ゴクート【旧店名】GOQUUTO たかはし）,福島県郡山市駅前2-6-19 B1F,-,024-924-0223
デイリーヤマザキ 郡山インター店（DailyYAMAZAKI）,福島県郡山市喜久田町字権現林38-24 ,-,024-959-5888
（有）長者町 会津屋酒店,福島県郡山市虎丸町9-13 ,-,024-932-0114
小さなレストラン てら川,福島県郡山市舞木町石上5-2 ,-,024-956-2367
笹藤ろばた焼,福島県郡山市安積2-17 ,-,024-945-9834
コリアンフーズ伽ヤ,福島県郡山市中野1-4-3 ,-,不明の為情報お待ちしております
やきとん まこちゃん 郡山朝日店,福島県郡山市朝日2-18-1 白川ビル 1F,-,024-932-0098
菊乃家,福島県郡山市大槻町針生158-11 ,-,024-923-2996
マックスカフェ 福島郡山駅前店（MAX CAFE）,福島県郡山市駅前2-14-10 ホテルリブマックス福島郡山駅前 1F,-,-
ダイニング K-960（ダイニング ケーキュウロクマル）,福島県須賀川市向陽町960 ,-,0248-73-4628
豚や ごん蔵（ぶたや ごんぞう）,福島県郡山市駅前2-2-4 ,-,不明の為情報お待ちしております
味政（アジマサ）,福島県郡山市富久山町久保田字久保田220-2 ,-,024-973-7522
つぼ八 郡山朝日店,福島県郡山市朝日2-20-25 ,-,024-953-3808
六美麻辣湯,福島県郡山市駅前2-3-5 エリートビル27,-,不明の為情報お待ちしております
ヨークベニマル 菜根店,福島県郡山市菜根5-1-5 ,-,不明の為情報お待ちしております
たま里谷,福島県郡山市小原田3-12-18 ,-,024-943-1388
国分魚店,福島県郡山市三穂田町富岡台田43 ,-,不明の為情報お待ちしております
ベルアメール うすい百貨店（BEL AMER）,福島県郡山市中町13-1 うすい百貨店 B1F,-,024-932-0001
和餐,福島県郡山市駅前2-6-3 ,-,024-925-0223
ひろき食堂,福島県郡山市菜根4-19-9 ,-,024-923-1183
板前料理 膳,福島県郡山市駅前2-6-7 ウィンザービル 205,-,024-924-3410
ガーリック&ジンジャー（Garlic&Ginger）,福島県郡山市駅前1-1-12 黒沢ビル 1F,-,不明の為情報お待ちしております
TRESH,福島県郡山市八山田5-228 サウススクエア南口 1F,-,不明の為情報お待ちしております
めん六や 郡山店,福島県郡山市喜久田町卸1-8-1 ,-,-
LAWSON 郡山西ノ内二丁目店（ローソン）,福島県郡山市西ノ内2-20-2 ,-,024-934-9643
かんのや 郡山八山田店,福島県郡山市八山田2-11 ,-,024-923-0016
CUISINE Madame Kimiko（キュイジーヌマダムキミコ）,福島県郡山市駅前2-1-14 エリート24 2F,-,024-983-6617
御菓子処 大藤屋,福島県郡山市片平町字大町1 ,-,024-951-1527
茶寮あめのちはれ,福島県郡山市田村町栃山神字龍ケ馬場89 ,-,090-9030-1567
移転美菜べジバル移転前の店舗情報です。新しい店舗はベジバルをご参照ください。,福島県郡山市駅前2-1-14 新郡山横丁HAMON 2F,-,-
8HOUSE SHISHA CAFE（エイトハウス シーシャ カフェ）,福島県郡山市駅前1-12-5 ,-,024-983-7081
たこ焼き めじろ,福島県郡山市大槻町字古屋敷43-1 西条ビル6号,-,024-955-6066
松屋菓子店,福島県須賀川市長沼金町74 ,-,0248-67-2003
宵い仲間（ヨイナカ）,福島県郡山市島1-21-18 ,-,024-953-8585
デリアン 郡山うすい店,福島県郡山市中町13-1 うすい百貨店 B1F,-,024-932-0001
チョコレートオター（chocolate otter）,福島県郡山市土瓜1-219 ラブリーヒルズ102,-,024-953-7977
Sports Bar One's（スポーツバー ワンズ）,福島県郡山市朝日2-11-13 ,-,不明の為情報お待ちしております
手つなぎカフェ まぁぶる ローズ店,福島県本宮市糠沢石神50 プリンス・ウィリアムズ・パーク英国庭園,-,-
RACING BAR SGO,福島県郡山市駅前1-3-8 ,-,090-8786-9362
BF cafe,福島県郡山市方八町2-4-21 国際ビューティー＆フード大学校 本校舎 2F,-,0120-442-335
寿司玄,福島県郡山市安積町長久保1-16-12 ,-,024-946-2597
いなか亭,福島県郡山市台新2-1-15 ,-,024-933-9842
フルーツ飴専門店 Surprise 郡山店（サプライズ）,福島県郡山市桑野2-3-2 ,-,不明の為情報お待ちしております
セブンイレブン 郡山富田西（SEVEN-ELEVEN）,福島県郡山市富田町町西29 ,-,024-961-2721
Sweets&Cafe Reve（スィーツアンドカフェ レーヴ）,福島県郡山市中町13-1 うすい百貨店 1F,-,024-932-0001
オーガニックキッチン 天色,福島県田村郡三春町下舞木間明田26-1 ,-,不明の為情報お待ちしております
金凰亭,福島県郡山市希望ケ丘14-3 市営1-5,-,024-901-9563
Bar&Cafe Herbalist（バーアンドカフェ ハーバリスト）,福島県郡山市朝日1-19-7 ,-,-
刀削麺,福島県郡山市駅前1-7-9 ,-,080-5576-8999
H.Bガレージ（H.B GARAGE）,福島県郡山市安積町日出山字南台31-1 ,-,090-2531-0494
暮らしづくりベーグル＆コーヒー,福島県郡山市日和田町字前田90-1 生活雑貨店 at home 日和田店,-,050-3483-1516
富田屋本店,福島県須賀川市長沼字金町97 ,-,0248-67-2224
ヴイ・ブリアン 郡山桑野店（V-brian）,福島県郡山市桑野4-2-3 ,-,024-927-4729
日の丸亭,福島県郡山市熱海町熱海5-185 ,-,024-984-4056
LAWSON 郡山熱海店（ローソン）,福島県郡山市熱海町熱海2-106 ,-,0249-84-6001
カワチ薬品 富田店,福島県郡山市富田町字西町下1-1 ,-,024-961-7811
焼菓子屋 ine（イネ）,福島県郡山市日和田町字仁井町51-6 ,-,不明の為情報お待ちしております
一栄（イチサカエ）,福島県郡山市桑野3-16-1 ,-,024-933-4530
焼肉八兆別館,福島県郡山市菜根5-12-16 ,-,024-921-8721
美和,福島県郡山市開成2-9-10 ,-,024-923-9163
日本大学工学部 スカイレストラン,福島県郡山市田村町徳定中河原1 日本大学工学部 情報研究棟 8F,-,024-956-8600
アジアンダイニング サウラハビュー,福島県郡山市大槻町西ノ宮西51-10 ,-,024-951-7878
パストボーノ,福島県郡山市大槻町字針生158-6 ,-,024-983-9350
魚民 郡山駅東ショッピングセンター店,福島県郡山市向河原町4-68 郡山駅東SC　１Ｆ,-,024-956-1488
ひら山,福島県郡山市咲田2-1-3 ,-,不明の為情報お待ちしております
ホルモン大豊 若葉町店,福島県郡山市若葉町17-10 ,-,不明の為情報お待ちしております
サフラン郡山（Saffron）,福島県郡山市朝日1-29-1 BASE 3F,-,024-900-2896
不二家 ヨークベニマル本宮インター店（FUJIYA）,福島県本宮市荒井字久保田132-8 ヨークベニマル本宮インター店,-,0243-63-5525
花,福島県郡山市町東2-177 ,-,024-952-1238
しゃりてん 富久山店,福島県郡山市八山田5-13 メインビル八山田　D棟　１F,-,024-932-0371
