店名,住所,電話番号,予約・お問い合わせ
ラーメン刻,茨城県つくば市天久保2-3-1 ,-,-
ミートシノワ,茨城県つくば市研究学園C50街区1 イーアスつくば 1F,-,029-856-7899
穂さか,茨城県つくば市池田34 ,-,029-886-5510
桃ちゃん弁当,茨城県つくば市天久保3-14-5 ,-,029-863-3553
サザコーヒー 筑波大学アリアンサ店,茨城県つくば市天久保3-1 筑波大学D棟向かい,-,-
手打そば 野麦,茨城県つくば市下原507-7 ,-,-
カフェ やさしい時間（トキ）,茨城県つくば市花畑2-12-2 ,-,080-9159-8341
台湾カフェ小玉,茨城県つくば市吉瀬1876-1 ,-,050-3110-4146
洋麺屋 五右衛門 茨城筑波店,茨城県つくば市西大橋748-1 ,-,-
樓外樓 イオンモールつくば店,茨城県つくば市稲岡66-1 イオンモールつくば 3F,-,-
筑波東急ゴルフクラブレストラン,茨城県つくば市作谷862-1 ,-,029-869-0109
食楽懐石 風土庵（【旧店名】ブラッスリー・ラ・リラ風土庵）,茨城県つくば市遠東398 ,-,029-847-1501
ロッティ カフェ ツクバ（lotti cafe TSUKUBA）,茨城県つくば市上の室2168-1 ,-,029-893-5622
ekmek（エクメク）,茨城県つくば市春日3-21-1 ,-,0298-60-8213
ＭｉｄＣｒｅｅｋ Ｃａｆｅ（ミッドクリークカフェ）,茨城県石岡市菖蒲沢80 ,-,-
プライムイタリアン（Italian Prime）,茨城県つくば市二の宮3-27-2 ＧＬＹＣＩＮＥ　１Ｆ,-,029-859-8277
メヒコ つくばフラミンゴ館,茨城県つくば市大曽根3362 ,-,0298-64-3005
花・花（ハナハナ）,茨城県つくば市花畑3-13-10 ,-,029-864-8808
土筆,茨城県つくば市東新井22-19 ,-,029-855-0024
Kubus（クーブス）,茨城県つくば市千現1-15-1 オギハラコーポ 1F,-,029-875-8370
だんごのたかの つくば店,茨城県つくば市西平塚337-1 ,-,029-854-0560
アンプルール,茨城県つくば市花室981 ,-,029-857-1255
ほさか,茨城県桜川市富士見台2-21-2 ,-,0296-76-3339
台湾料理 珍味軒,茨城県つくば市花畑2-12-5 ,-,029-895-3981
あじさい,茨城県桜川市友部1037-2 ,-,0296-76-2088
もつ煮込専門店 油ヤ食堂,茨城県つくば市要137-3 ,-,-
西洋料理店 エスコフィエ,茨城県つくば市松代3-1-6 ,-,0298-51-6851
日本料理 筑膳,茨城県つくば市沼田1441-1 ,-,029-866-0068
叶家西洋菓子店,茨城県つくば市花畑2-6-40 ,-,029-864-7611
ラーメンショップ　 つくば店,茨城県つくば市今鹿島62-1 ,-,-
ガキ大将 谷田部店,茨城県つくば市谷田部1224 ,-,029-838-0018
濃厚味噌ラーメンジム 味噌のジョー（ノウコウラーメンジム ミソのジョー）,茨城県つくば市東2-10-16 ,-,-
札幌ジンギスカン 綿羊（メンヨウ）,茨城県つくば市東新井33-30 ,-,029-858-6578
海鮮和食 なぶら,茨城県つくば市研究学園C50街区1 イーアスつくば ミニコレクション 1F,-,029-868-7375
つつじヶ丘ガーデンハウス,茨城県つくば市筑波1 ,-,-
OwL（アウル）,茨城県つくば市二の宮2-14-16 CENTRAL88 1F,-,029-858-3855
山岡家 つくば中央店,茨城県つくば市小野崎127-1 ,-,-
むさしの森珈琲 イーアスつくば店,茨城県つくば市研究学園5-19 イーアスつくば 1F,-,-
珈琲館 イーアスつくば店,茨城県つくば市研究学園5-19 イーアスつくば店 2F,-,029-886-9511
桐仁会食堂,茨城県つくば市天久保2丁目1-1 筑波大学附属病院 外来棟（A棟）3F,-,-
レミーのハンバーグ食堂,茨城県つくば市松代1-7-8 ,-,090-2177-5600
本格韓国料理 ソウル家,茨城県つくば市小野崎1736-2 ,-,029-886-3017
旭川らあめん やまる,茨城県つくば市竹園2-4-10 村田ビル 1F,-,-
高倉町珈琲 つくば店,茨城県つくば市小野崎502-30 ,-,029-875-6222
中華料理 来々軒,茨城県つくば市上大島32-2 ,-,029-866-0170
ベジタリアン料理弁当 香色茶坊（コウシキサボウ）,茨城県つくば市吾妻3-8-10 1F,-,029-846-1811
チーズ専門店 ラ・マリニエール（LA MARINIERE）,茨城県つくば市天久保2-10-1 ,-,050-1203-4660
無印良品 つくば並木 コーヒー＆アイススタンド（MUJI）,茨城県つくば市並木4-3-2 ,-,-
王道家直系 家系ラーメン がく,茨城県つくば市学園の森2-20-3 ,-,-
すし兼（すしかね）,茨城県桜川市真壁町真壁198-23 ,-,0296-55-1195
肉ワインバル YUTAKA 研究学園店（ユタカ）,茨城県つくば市研究学園4-2-14 エビスタウン 2F,-,不明の為情報お待ちしております
遊び処　っぱん家,茨城県つくば市天久保1-6-1 ヤマキビル 102,-,029-896-3781
居酒屋でぶ,茨城県つくば市天久保1-8-11 Kビル 1F A,-,029-844-9469
隠れ処 六文銭 別邸,茨城県つくば市学園の森2-1 ,-,0298-79-9222
セルフ酒場 グータッチ,茨城県つくば市天久保1-6-12 くいだおれ7号館 1F,-,029-828-5757
マメココロ 学園の森店,茨城県つくば市学園の森2-16-1 ,-,-
ミニストップ つくばみどりの店（つくばみどりのテン）,茨城県つくば市みどりのA51街区34区画 ,-,029-838-5558
やきとりの店筑波,茨城県つくば市上原490 ,-,029-838-0872
カラオケ ビッグエコー 研究学園店,茨城県つくば市研究学園4-2-14 ,-,029-855-3006
GOTORI,茨城県つくば市天久保1-10-18 ,-,090-2692-1515
隠れ処 六文銭（rokumon-sen）,茨城県つくば市研究学園5-13-4 わいわいビル 1F,-,050-8883-2111
菊水寿司,茨城県つくば市谷田部2900-6 ,-,029-836-5555
静歌屋菓子店 （しずかやかしてん）,茨城県桜川市真壁町真壁246 ,-,0296-55-0228
Bar ICHIBO（バー イチボウ）,茨城県つくば市筑波64-2 ホテルICHIBO 1F,-,029-866-2222
つくばウェルネスパーク,茨城県つくば市山木1562 ,-,029-867-5210
快活CLUB  つくば稲荷前店,茨城県つくば市稲荷前10-1 ,-,不明の為情報お待ちしております
日月亭（にちがてい）,茨城県桜川市真壁町羽鳥93-4 ,-,0296-54-2218
鰻の成瀬 つくば谷田部店,茨城県つくば市上横場1279-1 ,-,-
アガサ,茨城県桜川市上野原地新田150 ,-,0296-76-1071
菓寮 花小路 つくば店,茨城県つくば市吾妻3-13-1 柴原ビル 1F,-,090-9108-0464
WASHI no COFFEE,茨城県つくば市みどりの東30-4 ,-,不明の為情報お待ちしております
筑波温泉ホテル,茨城県つくば市筑波395 ,-,029-866-0521
やたえもん,茨城県つくば市谷田部6909-1 ,-,029-875-7900
カワチ薬品 つくば大穂店,茨城県つくば市筑穂2-3-2 ,-,029-879-0271
細谷鮮魚店,茨城県桜川市南飯田791 ,-,0296-75-2256
ウェディングガーデン ティアランジェ（【旧店名】アーデン ブリス）,茨城県つくば市松代1-12-5 ,-,029-861-8855
モンステラ,茨城県つくば市北条1646-7 ,-,不明の為情報お待ちしております
料理百科,茨城県つくば市天久保1-7-8 ,-,029-851-9520
茶房 佳風,茨城県つくば市北条4462-11 ,-,029-867-3377
リュカオン（Lykaon）,茨城県つくば市吾妻3-8-1 吾妻ハイツ103,-,029-895-6567
ファミリーマート つくばQ'ｔ店（FamilyMart）,茨城県つくば市吾妻1-6-1 ,-,029-861-1008
ファミリーマート TXつくば駅店（FamilyMart）,茨城県つくば市吾妻2-128 TXつくば駅,-,029-860-1355
落花生・珍味 シバタ,茨城県つくば市谷田部6337 ,-,不明の為情報お待ちしております
万清,茨城県下妻市大字本城町3-11 ,-,0296-44-4028
雅（ミヤビ）,茨城県桜川市真壁町塙世224-1 ,-,0296-55-1943
季節料理 ひら井,茨城県桜川市真壁町亀熊2017 ,-,0296-54-2807
つくば庵,茨城県つくば市池田393-5 ,-,029-866-2388
ホテルマークワン つくば研究学園（HOTEL MARK1）,茨城県つくば市研究学園5-13-5 ,-,029-875-7272
リトルマーメイド テクノパーク桜店,茨城県つくば市桜1-22 カスミテクノパーク桜店,-,029-857-1023
ミニストップ つくば酒丸店（MINI STOP）,茨城県つくば市中東168-1 ,-,-
筑波山 むらさき,茨城県つくば市筑波753 ,-,029-866-0035
とんこつらーめん火神（トンコツラーメンカジン）,茨城県つくば市面野井字登戸44 山新グランステージつくば 1F フードコート,-,-
不二家 フードスクエアカスミ 岩瀬店（FUJIYA）,茨城県桜川市御領1-58 ,-,0296-75-3155
CAFE&BAR Michelle（ミッシェル）,茨城県つくば市天久保1-15-11 アイアイビル,-,029-886-7267
手羽先カンパニー,茨城県つくば市天久保2-20-7 レガートホソダ 1F,-,080-5400-5094
隠れ家,茨城県つくば市天久保2-2-26 G&Y 1F,-,不明の為情報お待ちしております
酒と飯 アポロ,茨城県つくば市竹園1-9-2 デイズタウン 1F,-,029-846-7470
満足横丁たまちゃん（マンゾクヨコチョウタマチャン）,茨城県つくば市桜3-10-1 ,-,029-896-6269
細谷食堂,茨城県桜川市南飯田912 ,-,不明の為情報お待ちしております
トミーズ カフェ ロゴス（Tomis Cafe LOGOS）,茨城県桜川市友部207-2 ,-,0296-70-4156
東郷マルサン製菓,茨城県つくば市真瀬1272 ,-,029-836-1370
染谷商店,茨城県つくば市島名544 ,-,029-847-7620
ルーム,茨城県つくば市上ノ室2075-7 ,-,029-857-7223
ぶた重屋本店,茨城県つくば市春日3-20-6 ,-,不明の為情報お待ちしております
助六,茨城県桜川市松田608 ,-,0296-75-1177
第2エリア小食堂 麺処,茨城県つくば市天王台1丁目1-1 筑波大学 第2エリア 2B棟 1F,-,029-858-0871
ヴィレッジ,茨城県桜川市高森773-4 ,-,0296-57-6753
創作鉄板焼DINING じゅうじゅう つくばデイズタウン店,茨城県つくば市竹園1-9-2 デイズタウン B1F,-,不明の為情報お待ちしております
久世福商店 イーアスつくば店,茨城県つくば市研究学園5-19 イーアスつくば 1F,-,029-893-2985
ミニストップ 谷和原福岡店（MINI STOP）,茨城県つくばみらい市福岡2995-2 ,-,-
洋風居酒屋カルム,茨城県つくば市谷田部2122-3 ,-,029-838-0822
りょうたの手羽先 学園の森店,茨城県つくば市学園の森2-1 ,-,029-828-6300
ラ・ベルセーヌ,茨城県つくば市高野577-1 ,-,029-848-3535
たぁさん,茨城県桜川市真壁町田1141-2 ,-,0296-54-0848
BEAN TREK Coffee Roasters（ビーントレック コーヒーロースターズ）,茨城県つくば市学園の森3-21-1 筑波ハム つくば陣屋,-,090-3683-6930
筑波山麓焙煎所,茨城県つくば市筑波64-9 ,-,不明の為情報お待ちしております
平安食堂,茨城県つくば市谷田部5641-11 ,-,不明の為情報お待ちしております
サビハアジアンハラールマート&レストラン,茨城県つくば市天久保1-6-14 ,-,080-3710-0796
出羽屋つくば店,茨城県つくば市学園の森3-21-1 ミートコC棟,-,029-856-2115
喫茶青い鳥,茨城県桜川市御領1-11 ,-,不明の為情報お待ちしております
ジャムファクトリー,茨城県つくば市小田3282-2 ,-,029-896-8884
カレーハウス CoCo壱番屋 つくば上横場店,茨城県つくば市上横場1985-1 ,-,029-836-9250
喰呑処・旅館みかど,茨城県桜川市真壁町真壁426-4 ,-,0296-55-0151
安田果樹園,茨城県かすみがうら市下佐谷708 ,-,0299-59-3957
小料理 焼酎 牡丹,茨城県つくば市研究学園5-6-6 D12ビル 202,-,029-875-5838
シンコウ,茨城県桜川市真壁町田751 ,-,0296-20-7317
なかむら,茨城県つくば市香取台A17-17 ,-,029-847-6190
大関食堂,茨城県桜川市青木1126-1 ,-,0296-58-5878
マイニェール イタめし&ワイン（MEIGNER）,茨城県つくば市学園の森3-44-3 Toco Cherry,-,029-828-8718
ヤムヤム（yum yum）,茨城県つくば市倉掛1606-1 ,-,029-886-3022
かやぶき亭,茨城県桜川市大泉1560 ,-,0296-76-5727
ガスパロウサギダイニングバー,茨城県つくば市研究学園5-6-6 D12ビル1F,-,不明の為情報お待ちしております
めし処 はらへった,茨城県つくば市今鹿島4010-6 ,-,080-8745-6868
カフェと雑貨の店 イッテ ミッカ（itte mikka）,茨城県つくば市流星台24-1 ,-,-
Boo Cafe（ブー カフェ）,茨城県つくば市学園の森3-21-1 つくば陣屋,-,-
木漏れ日喫茶 木陰,茨城県つくば市水守824 ,-,090-6497-0503
COFFEE FACTORY  R&D Cafe,茨城県つくば市梅園1-1-1 産業技術総合研究所 つくば事業所2群 2-1棟 1F,-,080-9511-8780
味処 美とん,茨城県つくば市上ノ室2008-1 ,-,090-1849-8258
わくわく広場 トナリエクレオ つくば店,茨城県つくば市吾妻1-7-1 tonarie CREO 1F,-,029-875-8338
すき家  つくば天久保店,茨城県つくば市天久保2-16-4 ,-,0120-498-007
&g つくば店（アンジー）,茨城県つくば市桜2-1-1 ,-,050-8883-5980
Barbie Dogs（バービードッグス）,茨城県つくば市吉瀬1247-1 ,-,不明の為情報お待ちしております
八田屋,茨城県桜川市真壁町真壁257 ,-,0296-55-0071
鳥吉 梅園店,茨城県つくば市東2-22-36 ,-,029-861-9911
高庭菓子店,茨城県桜川市真壁町古城47-2 ,-,不明の為情報お待ちしております
ALPACA　DINING（アルパカダイニング 【旧店名】ALPACA CAFE アルパカカフェ）,茨城県つくば市天久保2-3-1 ホソダビル　1F,-,029-851-2951
アウトドアキッチン バーキン（アウトドアキッチン BAR-KIN）,茨城県つくば市春風台A36街区4 ,-,不明の為情報お待ちしております
つくば味工房,茨城県つくば市臼井35 ,-,029-866-0837
手打ち蕎麦 示庵（cyan/シアン）,茨城県つくば市学園の森3-9-1 ,-,029-896-8768
クレオン・ル・プレジール,茨城県つくば市東新井19-5 つくばサンヨービル 1F,-,029-854-7207
木鶏,茨城県つくば市苅間1223 2F,-,029-875-3947
バー アテラボ（Bar atelabo）,茨城県つくば市東光台2-18-5 ,-,029-846-3560
オーヤマ,茨城県つくば市北条5143-4 ,-,029-867-7575
ローソンストア100 筑波大学店（LAWSON STORE100）,茨城県つくば市天久保2-3-21 ,-,029-859-1888
岩瀬銀座惣菜店,茨城県桜川市御領1-58 フードスクエア岩瀬店,-,0296-71-4455
AurorA,茨城県つくば市東2-18-8 ,-,不明の為情報お待ちしております
おとん,茨城県つくば市稲荷前34-8 ,-,不明の為情報お待ちしております
ダイワロイネットホテル つくば（Daiwa Roynet Hotel）,茨城県つくば市吾妻1-5-7 ダイワロイネットホテルつくば,-,029-863-3755
友蕎庵,茨城県桜川市大曾根1540 ,-,090-1118-9795
高砂旅館,茨城県桜川市岩瀬174 ,-,0296-75-2165
北条ふれあい館,茨城県つくば市北条39 ,-,-
モスバーガー トナリエキュートつくば店（MOS BURGER【旧店名】モスバーガーファクトリー）,茨城県つくば市吾妻1-6-1 トナリエキュート 1F,-,029-855-6691
呑み処 立花,茨城県つくば市天久保1-6-14 くいだおれ3号館 1F,-,090-2520-8491
ドミノピザ つくば店,茨城県つくば市妻木634-2 ,-,-
くし蔵 イーアスつくば店（クシゾウ）,茨城県つくば市研究学園5-19 イーアスつくば店,-,029-855-5613
てるてる坊主,茨城県つくば市二の宮1-1-10 二の宮プラザ 1F,-,不明の為情報お待ちしております
イオン リカー イオンモールつくば店（AEON RIQUOR）,茨城県つくば市稲岡66-1 イオンモールつくば 1F,-,029-839-1374
お好み焼き 三八,茨城県つくば市天久保3-11-1 ,-,029-855-6100
北京老飯店 トナリエクレオ店,茨城県つくば市吾妻1-7-1 トナリエつくば 1F,-,-
天王原のたまご,茨城県つくば市竹園2-4-10 ,-,090-5535-5781
Anela cafe（アネラ カフェ）,茨城県つくば市竹園2-11-15 ,-,不明の為情報お待ちしております
見晴屋食堂,茨城県桜川市上野原地新田207-8 ,-,不明の為情報お待ちしております
ココス テクノパーク桜店,茨城県つくば市桜2-1-6 ,-,029-850-6166
ユースホステル加波山荘,茨城県桜川市真壁町長岡891 ,-,0296-55-3288
パン工房 エミーノ 学園の森店（emino）,茨城県つくば市学園の森2-34-4 ,-,029-863-1181
グルメ５ファイブつくば,茨城県つくば市御幸が丘18 ,-,029-858-2286
手打そば 五番,茨城県桜川市真壁町飯塚245-4 ,-,不明の為情報お待ちしております
スタミナ王りゅう鬼（スタミナキングりゅう鬼）,茨城県つくば市台町2-3-15 ,-,-
スーパースポーツ ゼビオ イーアスつくば店,茨城県つくば市研究学園5-19 イーアスつくば店 2F,-,029-868-7161
阿槽坊,茨城県桜川市富士見台1-12-1 ,-,0296-75-3854
ぶたくしとんとん,茨城県つくば市下原52-2 ,-,090-2207-9790
イヴ・ガーデンカフェ,茨城県つくば市東岡82-1 ,-,029-828-4862
トライベッカ（Tribeca）,茨城県つくば市学園の森3-20-1 MeeToco N 1F,-,050-1180-9140
BAR GRAVE（バー グレイブ）,茨城県つくば市天久保1丁目7-15 有楽町ビル１F,-,029-853-1494
地酒本舗 美酒堂 研究学園店,茨城県つくば市研究学園4-2-9 ,-,029-875-8479
そば処 里山庵,茨城県かすみがうら市下佐谷1105-2 ,-,-
モンペリエ つくばさくらの杜店（Montpellier）,茨城県つくば市さくらの森25-4 ,-,029-863-0730
広源軒 つくば花畑店（コウゲンケン）,茨城県つくば市花畑2-12-5 ,-,029-895-3981
一番,茨城県桜川市岩瀬364-5 ,-,0296-75-3695
キッサ クローバー（kiss a CLOVER）,茨城県つくば市谷田部1144-123 ,-,090-4956-2998
やぶ仲,茨城県つくば市谷田部6125-1 ,-,029-838-1737
ル・ドサージュ,茨城県つくば市研究学園A70街区1 ,-,029-858-2430
ピザーラ つくば中央店,茨城県つくば市天久保1-12-22 つくば5  1F,-,029-858-5500
まめ乃家,茨城県つくば市手代木961-9 ,-,不明の為情報お待ちしております
リトルマーメイド 大穂店,茨城県つくば市筑穂1-15-6 カスミ大穂店,-,029-864-6019
魚忠,茨城県つくば市田中1127-4 ,-,不明の為情報お待ちしております
田舎や,茨城県桜川市本木2109-1 ,-,0296-58-7970
オオクボ つくば学園店,茨城県つくば市竹園2-12-1 カスミ フードスクエア学園店,-,029-886-9819
アーバンホテルつくば,茨城県つくば市筑穂2-1-2 ,-,029-877-0001
あんず お肉の工場直売所 つくば店,茨城県つくば市研究学園1-3-3 ,-,-
PAPAN GA PAN つくば研究学園店（パパン ガ パン）,茨城県つくば市研究学園6-49-2 いきなりステーキ つくば研究学園店,-,050-8888-0170
ファミリーマート 桜川白井店,茨城県桜川市真壁町白井641-1 ,-,0296-23-8255
ONE BAKERY（ワンベーカリー）,茨城県桜川市犬田1793-4 ,-,0296-73-6500
フードスクエア カスミ つくばスタイル店,茨城県つくば市研究学園5-19 イーアスつくば内,-,029-868-7330
LAWSON つくば春風台（ローソン）,茨城県つくば市さくらの森1-1 ,-,029-857-8577
TAKEO（タケオ）,茨城県つくば市吾妻1-10-1 つくばセンタービル,-,不明の為情報お待ちしております
和楽つくば,茨城県つくば市天久保1-6-11 ,-,029-886-6499
すき家 つくば学園西大通り店（SUKIYA）,茨城県つくば市筑穂1-5-10 ,-,不明の為情報お待ちしております
和・洋DINING 朱酒,茨城県つくば市二の宮2-14-16 セントラル88 102号,-,不明の為情報お待ちしております
ハーブガーデン四季の馨り（シキノカオリ）,茨城県つくば市大形1582-2 ,-,080-1429-1761
炭火焼きハンバーグと釜炊き飯弁当 炭釜（すみがま）,茨城県つくば市酒丸148-1 ,-,不明の為情報お待ちしております
セブンイレブン つくば桜柴崎店（SEVEN ELEVEN）,茨城県つくば市桜3-8-1 ,-,029-857-8965
馬力ゃ 和,茨城県つくば市天久保1-8-14 入江ビル　１Ｆ,-,029-863-6160
くいもの屋 楓,茨城県つくば市竹園1-9-7 林ビル1F,-,不明の為情報お待ちしております
低糖質料理とワイン ロカボナ,茨城県つくば市下萱丸476-1 ,-,029-819-1571
居酒屋 はないち,茨城県つくば市研究学園5-6-6 ,-,029-851-8718
すし屋 吉兵衛 つくば店,茨城県つくば市東光台2-10-15 ,-,不明の為情報お待ちしております
ちくらっぽ,茨城県つくば市松代2-10-3 中山ビル 1F,-,不明の為情報お待ちしております
Cafe&Bal CHUPPA（カフェ&バル チュッパ）,茨城県つくば市二の宮2-14-15 洞峰の家ビル 2F,-,029-846-7291
よしの鮨,茨城県桜川市友部962-4 ,-,0296-75-5460
モンゴル料理 ひやど,茨城県つくば市野畑767-5 ,-,029-828-8345
K's Dining（ケーズ ダイニング）,茨城県つくば市吾妻1-6-1 トナリエつくばクレオスクエア,-,029-869-6211
猫カフェ Puchi Marry イオンモールつくば店（プチ マリー）,茨城県つくば市稲岡66-1 ,-,029-875-4250
大樹青果,茨城県つくば市花室843-3 ,-,不明の為情報お待ちしております
Craft Beer BAR（クラフトビールバー）,茨城県つくば市竹園1-9-2 DAYZ TOWN B1F,-,090-2333-7471
Beurre（ブール）,茨城県つくば市松野木101-4 NATALIE,-,不明の為情報お待ちしております
Kobakuchi,茨城県つくば市天久保1-10-22 中村マンソン,-,不明の為情報お待ちしております
中華清水屋,茨城県つくば市谷田部4692 ,-,不明の為情報お待ちしております
cokaba（コカバ）,茨城県つくば市吾妻3-18-7 ミライエ吾妻 1F,-,不明の為情報お待ちしております
伊勢屋,茨城県つくば市谷田部6115-1 ,-,029-836-2997
まこと,茨城県桜川市中泉782-1 ,-,0296-75-2865
和風ダイニング あかり,茨城県つくば市上横場1574-1 ,-,不明の為情報お待ちしております
銀座コージーコーナー カスミつくばスタイル店,茨城県つくば市研究学園C-50街区1 ,-,029-858-6672
オハナ（ohana）,茨城県つくば市吾妻2-8 つくば文化会館アルス,-,029-856-2527
魚のサントー,茨城県つくば市吾妻1-6-1 ,-,029-893-4031
ホルモン居酒屋 楽蔵（らくら）,茨城県つくば市天久保3-15-4 丸三大学中央商店街 1F,-,029-852-2350
LAWSON 桜川岩瀬店（ローソン）,茨城県桜川市岩瀬字古田271-1 ,-,0570-035-063
オリジンデリカ フードスクエアカスミ大穂店,茨城県つくば市筑穂1-15-6 ,-,029-893-4575
道産嫁,茨城県桜川市西小塙543-1 ,-,0296-75-0623
バー セカンドルーム（Bar Second Room）,茨城県つくば市研究学園D12-6 201 ,-,0298-86-4875
Bar Ista（バー イスタ）,茨城県つくば市研究学園5-14-3 Liberta 2F,-,029-869-6181
たい焼きふくちゃん,茨城県つくば市下原52-2 ,-,080-3240-2789
苺家,茨城県つくば市金田2042 ,-,不明の為情報お待ちしております
COCKTAIL BAR 408（【旧店名】カフェ バー 408）,茨城県つくば市松代2-7-2 2F,-,029-819-3028
スーパー白井,茨城県つくば市上横場2380-4 ,-,029-836-1185
ビッグハウス みどりの店,茨城県つくば市みどりの2-39-1 ,-,029-886-7211
お好み焼き ごじゃっぺ,茨城県つくば市研究学園4-2-14 エビスタウン 2F,-,-
さくらがわ亭 岩瀬店,茨城県桜川市富士見台1-43 ,-,0296-75-1492
川聚閣（SENSYUKAKU）,茨城県つくば市天久保2-4-22 ,-,029-858-8088
季彩 七百家（なおや）,茨城県つくば市研究学園5-13-4 わいわいビル 3F,-,050-8892-9990
AONISAI FARM（アオニサイファーム）,茨城県つくば市上郷2223-1 ,-,029-811-6275
ALI INDIAN RESTAURANT & KEBAB（アリ インド料理レストラン&ケバブ）,茨城県つくば市天久保1-7-7 ,-,不明の為情報お待ちしております
ありがとうきっちん,茨城県つくば市土田202 ,-,不明の為情報お待ちしております
亀の井ホテル 筑波山（KAMENOI HOTEL）,茨城県つくば市筑波1050-1 ,-,029-866-1111
サンゴミズキ,茨城県つくば市天久保4-5-18 ,-,090-4548-9740
めん坊,茨城県桜川市明日香2-29 ,-,不明の為情報お待ちしております
小野酒店 つくば店,茨城県つくば市研究学園3-19-1 ,-,-
うどん・そば たぬ吉,茨城県つくば市面野井字登戸44 山新グランステージつくば　フードコード内,-,029-849-2222
粉とクリーム つくばキャンパス２店,茨城県つくば市天王台1-1-1 第2エリア 2B棟1F,-,-
来々軒,茨城県桜川市岩瀬345-2 ,-,0296-76-1510
ハム工房 HISAMATSU,茨城県つくば市酒丸767-1 ,-,029-848-2072
ファーマル カフェ（Farmal Cafe）,茨城県つくば市大曽根1127 黒い農家倉庫 2F,-,090-4425-0080
おかきカフェ,茨城県桜川市真壁町桜井768 ,-,-
3Ａ食堂,茨城県つくば市天王台1-1-1 ,-,不明の為情報お待ちしております
お好み王国 岩瀬店,茨城県桜川市明日香3-44 ,-,0296-75-6556
麺房 あんよん,茨城県つくば市榎戸438-31 ,-,不明の為情報お待ちしております
焼きそば 山ゆり,茨城県桜川市岩瀬2030-6 ,-,不明の為情報お待ちしております
こころデリ,茨城県つくば市研究学園5-9 イーアスつくばアウトモール,-,029-828-8128
Nikkei Restobar&Café（ニッケイ レストバー&カフェ）,茨城県つくば市天久保1-6-13 くいだおれビル3号館,-,090-7745-0653
イオン つくば店,茨城県つくば市稲岡66-1 ,-,029-839-1200
雨引観音,茨城県桜川市本木1 ,-,0296-58-5009
YAKINIKU CAFE298（ヤキニク カフェ298）,茨城県つくば市館野9-1 ,-,029-856-2989
御重,茨城県つくば市鍋沼新田417-1 ,-,029-847-6869
シュエット（Chouette）,茨城県つくば市竹園2-6-1 澤辺テナントD,-,029-886-4028
SHOP&CAFE KIKI（ショップアンドカフェ キキ）,茨城県つくば市小田3094-2 ,-,不明の為情報お待ちしております
カフェグランディフローラ（【旧店名】カフェアリス）,茨城県土浦市小山崎644-5 ,-,-
つくばヒルズ,茨城県つくば市東新井8-7 ,-,029-896-3331
地酒本舗 美酒堂 イオンモールつくば店,茨城県つくば市稲岡66-1 イオンモールつくば 1F,-,029-846-1979
森と海のおべんとう,茨城県つくば市学園の森3-21-1 ,-,090-4379-8646
Delica Kitchen RuRu（デリカキッチン ルル）,茨城県つくば市天久保1-10-18 リッチモンド1番街 1F,-,029-893-5151
