店名,住所,電話番号,予約・お問い合わせ
群馬を握る、まぐろ問屋いちもん 前橋店,群馬県前橋市川原町1-28-10 ,-,-
ゆで太郎 前橋朝日町店,群馬県前橋市朝日町4-19-3 ,-,-
八幡飯店,群馬県前橋市広瀬町1-1-2 ,-,027-261-0097
天福,群馬県前橋市下小出町1-7-9 藤和ビル１－１,-,027-232-0188
バケット けやきウォーク前橋店（BAQET）,群馬県前橋市文京町2-1-1 けやきウォーク前橋,-,-
高橋与商店,群馬県前橋市新前橋町26-5 ,-,027-251-6393
喫茶 マルカ,群馬県前橋市千代田町4-1-18 小西ビル 1F,-,090-8680-2881
会津喜多方らーめん 野中店,群馬県前橋市野中町322-6 ,-,027-261-7508
ソラティオ イタリアーノ（Solatio Italiano）,群馬県前橋市東善町48-5 ,-,027-289-9181
十七代　鶴吉,群馬県前橋市表町2-19-9 ホシノビル,-,027-221-6578
日本料理 くろ松 県庁店（くろまつ）,群馬県前橋市大手町1-1-1 群馬県庁舎 31F,-,027-220-1131
久兵衛屋 伊勢崎宮子店（きゅうべえや）,群馬県伊勢崎市宮子町758 ,-,0270-22-0991
大川屋 荻窪支店,群馬県前橋市荻窪町428-6 ,-,027-269-3080
Lotta（ロッタ）,群馬県前橋市荒牧町2-15-11 ,-,不明の為情報お待ちしております
ロブソンコーヒー アーツ前橋店（ROBSON COFFEE）,群馬県前橋市千代田町5-1-16 アーツ前橋 1F,-,027-233-3005
スターバックス・コーヒー カインズホーム前橋吉岡店（STARBUCKS COFFEE）,群馬県北群馬郡吉岡町大久保821 ,-,-
SHIROIYA HOTEL（白井屋ホテル）,群馬県前橋市本町2-2-15 ,-,027-231-4618
琉球そば 知花,群馬県前橋市千代田町2-5-5 シーズポート 1F,-,-
4D studio meili cafe（フォーディ スタジオ メイリー カフェ）,群馬県前橋市滝窪町813-201 ,-,027-289-0151
古月堂 前橋みなみ店（コゲツドウ）,群馬県前橋市鶴光路町353-2 ,-,027-265-1883
駒寄パーキングエリア下り線 フードコート,群馬県北群馬郡吉岡町大久保521 ,-,-
パーラーレストラン モモヤ（モモヤ）,群馬県前橋市千代田町2-12-22 ,-,027-231-5017
丸亀製麺 けやきウォーク前橋店,群馬県前橋市文京町2-1-1 けやきウォーク前橋 2F フェスティブコート内,-,027-223-3305
金光（きんこう）,群馬県前橋市千代田町3-8-1 ,-,027-231-7535
あんこもん,群馬県前橋市千代田町3-4-7 ,-,不明の為情報お待ちしております
三度 本店（みたび）,群馬県前橋市力丸町508-1 ,-,027-265-1774
コーヒーハウス シープ（Coffee House Sheep）,群馬県前橋市千代田町2-7-14 anomira 2F,-,027-212-0142
からやま 前橋元総社店,群馬県前橋市元総社町3094-2 ,-,027-289-8132
中華料理 鳳凰,群馬県前橋市三俣町3-12-1 ,-,-
マクドナルド 50号前橋朝日町店,群馬県前橋市朝日町3-19-1 ,-,-
赤城山観光総合案内所 新坂平売店,群馬県前橋市富士見町赤城山1-14 ,-,-
和む菓子 なか又 パワーモール前橋みなみ店,群馬県前橋市新堀町64-7 ,-,027-289-6049
越後秘蔵麺 無尽蔵 たかさき家,群馬県高崎市棟高町1400 イオンモール高崎 1F,-,-
むくび,群馬県前橋市敷島町265-3 ,-,027-289-4335
弥助鮨,群馬県前橋市千代田町5-13-18 ,-,027-235-4088
横浜ラーメン,群馬県前橋市高井町1-35-27 ,-,-
tantan（タンタン）,群馬県前橋市上細井町1126-2 ,-,-
インド食堂 チャラカラ,群馬県前橋市総社町総社2014-5 大山マンション 104,-,-
朔風（サクフウ）,群馬県前橋市大手町1-9-7 群馬ロイヤルホテル B1F,-,027-223-6111
ビアード・パパスイーツ イオンモール高崎店,群馬県高崎市棟高町1400番地 ,-,027-310-9047
京華 支店（キョウカ）,群馬県前橋市大渡町1-1-68 ,-,027-252-9860
定食と丼の店 幸心,群馬県前橋市川原町376-107 ,-,-
極濃湯麺 フタツメ 前橋店,群馬県前橋市上小出町3-40-7 ,-,-
そば処　京金,群馬県前橋市亀里町408-1 ,-,027-265-3167
しゃぶしゃぶ・日本料理 木曽路 前橋店,群馬県前橋市住吉町1-13-21 ,-,027-210-2003
日本橋海鮮丼 つじ半 前橋店,群馬県前橋市千代田町2-7-20 ,-,-
モンスーンドーナツ（monsoon donuts）,群馬県前橋市住吉町2-1-18 ,-,027-226-5241
あくざわ亭,群馬県前橋市千代田町2-1-21 ,-,027-235-1530
ラ セーヌ ドゥ レーヴ（La SCENE du REVE）,群馬県前橋市城東町5-656-15 ,-,-
キツネベーカリー（KITSUNE BAKERY）,群馬県前橋市青柳町133-7 ,-,027-289-6096
承知の助byがってん寿司 けやきウォーク前橋店,群馬県前橋市文京町2-1-1 ,-,-
中華食堂 オロチョン,群馬県前橋市荒牧町1-20-3 ,-,027-212-0887
フルハウス,群馬県前橋市荒牧町813-15 オーツービル1F,-,027-236-0023
パリのお菓子　ベル・ヴュー,群馬県前橋市元総社町2-13-2 ,-,027-252-5072
藤倉食堂,群馬県前橋市上泉町666-1 ,-,027-233-5251
ココス 前橋国領店（COCO’S）,群馬県前橋市国領町2-13-47 ,-,027-210-3501
居酒屋 蚕豆,群馬県前橋市文京町1-1-18 サンデービル 1F,-,027-226-6168
とんかつ とん平,群馬県前橋市野中町153-10 ,-,027-263-4747
風の庵（かぜのいおり）,群馬県前橋市富士見町赤城山1-2 ,-,-
十紋字,群馬県前橋市上小出町2-23-24 ,-,-
volonte（ヴォロンテ）,群馬県前橋市今井町945-5 ,-,027-289-5950
音羽倶楽部,群馬県前橋市神沢の森1-16 ,-,027-280-1212
おおぎやラーメン 前橋大友店,群馬県前橋市大友町1-20-3 ,-,027-254-4711
登利平 南部店（とりへい）,群馬県前橋市公田町666-7 ,-,-
サザンメイドカフェ 前橋店,群馬県前橋市下石倉町12-9 ,-,027-226-1007
カレーム 前橋店,群馬県前橋市大渡町1-7-4 ,-,027-251-8118
食の駅 前橋店,群馬県前橋市上泉町674-3 ,-,-
Club Thierry（クラブ ティエリ）,群馬県前橋市岩神町1-9-10 ,-,027-289-8288
リンガーハット けやきウォーク前橋店,群馬県前橋市文京町2-1-1 けやきウォーク前橋,-,-
おおぎやラーメン 前橋下小出店,群馬県前橋市下小出町3-2-2 ,-,027-236-0010
戸隠蕎麦 山故郷 スズラン前橋店（やまざと）,群馬県前橋市千代田町2-12-3 スズラン前橋店 4F,-,027-232-7721
雨ノチ晴レ,群馬県前橋市荒牧町2-28-10 ,-,027-257-3979
松屋 前橋上小出店,群馬県前橋市上小出町2-41-7 ,-,不明の為情報お待ちしております
なかざわ,群馬県前橋市千代田町4-6-1 ,-,027-237-3451
居酒屋パワー 中央前橋駅本店,群馬県前橋市城東町3-4-3 小沢ビル 101,-,027-212-7959
景勝軒 西片貝店,群馬県前橋市西片貝町4-23-13 ,-,027-212-5304
飯塚,群馬県前橋市城東町3-3-12 ,-,027-289-2788
ニューデリー（NEW DELHI）,群馬県前橋市表町2-2-3 大阪屋ビル 1F,-,027-224-0945
かつや 前橋荒牧店,群馬県前橋市荒牧町1-3-17 ,-,-
丸源ラーメン 前橋天川原店,群馬県前橋市天川原町1-21-5 ,-,-
スシロー 群馬吉岡店,群馬県北群馬郡吉岡町大久保1458-1 ,-,0279-30-5577
丸亀製麺 パワーモール前橋みなみ店,群馬県前橋市新堀町920 パワーモール前橋みなみ,-,027-265-6566
はなまるうどん イオンモール高崎店,群馬県高崎市棟高町1400 イオンモール高崎 3F フードコート,-,-
もつ焼き ねぎぼうず,群馬県前橋市新前橋町17-13 ,-,070-9174-1194
柳ヶ瀬本店,群馬県前橋市東大室町146-2 ,-,027-268-0956
富士見温泉見晴らしの湯  ふれあい館,群馬県前橋市富士見町石井1569-1 ,-,027-230-5555
青葉,群馬県前橋市千代田町4-8-11 ,-,027-231-5595
モスバーガー 高崎アカマル店（MOS BURGER）,群馬県高崎市中尾町44-1 アカマル B館 1F,-,027-360-3203
前橋城,群馬県前橋市大手町2-11-24 ,-,-
太田食堂,群馬県前橋市粕川町膳487-39 ,-,027-285-4553
コッコローダイニング（Coccoro dining）,群馬県前橋市表町2-1-1 ,-,027-212-7190
パティスリーフラヴール,群馬県前橋市西片貝町5-4-8 エルアルカザール小池 1F,-,027-243-5670
プチ・ハーモニー,群馬県前橋市新前橋町8-26 ,-,027-251-8085
ル・ヴァン ドゥジェム（Le Vin deuxieme）,群馬県前橋市南町2-49-3 西村第2ハイツ 1F,-,027-212-5029
お多幸,群馬県前橋市朝日町2-10-4 ,-,027-224-8898
ガトーフェスタ ハラダ イオンモール高崎店（GATEAU FESTA HARADA）,群馬県高崎市棟高町1400 イオンモール高崎 1F,-,027-386-6676
吉野家 天川大島店,群馬県前橋市天川大島町1-33-4 ,-,027-220-1710
すき家  前橋下大島店,群馬県前橋市下大島町541 ,-,非公開
柿ノ木坂飯店（カキノキザカハンテン）,群馬県北群馬郡榛東村新井2603-1 ,-,027-372-0491
韓國家庭料理 韓味,群馬県前橋市上細井町689-2 ,-,027-234-1171
コストコ 前橋倉庫店（COSTCO）,群馬県前橋市鶴光路町137-2 ,-,-
パン工房　アルファルファ 広瀬町店,群馬県前橋市広瀬町3-7-11 ,-,027-266-0901
広ちゃん飯店,群馬県前橋市亀里町524-2 ,-,027-265-3437
金沢カツカレー,群馬県前橋市南町2-50-1 轟ビル 1F,-,-
中華料理 はしもと,群馬県前橋市鼻毛石町198-2 ,-,027-283-3189
博多大衆酒場 幸ちゃん 前橋駅南口店（こうちゃん）,群馬県前橋市南町3-10-5 ,-,050-3196-4536
ヤギカフェ,群馬県前橋市千代田町3-9-13 呑竜仲店,-,不明の為情報お待ちしております
食の駅ぐんま 吉岡店,群馬県北群馬郡吉岡町大久保393-1 ,-,-
どすこいうどん浜ちゃん,群馬県前橋市元総社町940-5 瀬下ビル 1F,-,090-1553-2964
いっちょう 前橋片貝店,群馬県前橋市西片貝町1-319-3 ,-,050-1722-9842
フランス菓子 Peche Mignon（ペッシェ ミニョン）,群馬県前橋市茂木町1287-8 ,-,027-283-0475
陳さん館,群馬県前橋市小相木町578-1 103,-,027-255-2301
中南米料理 BORDE（チュウナンベイリョウリ ボルデ）,群馬県前橋市三俣町1-2-9 ,-,027-260-6077
銀座コージーコーナー アピタ前橋店（GINZA Cozy Corner）,群馬県前橋市文京町2-1-1 けやきウォーク前橋 1F,-,027-226-8811
おおぎやラーメン 前橋西片貝店,群馬県前橋市西片貝町5-6-16 ,-,-
辛麺屋 桝元 イオンモール高崎店,群馬県高崎市棟高町1400 イオンモール高崎 3F フードコート,-,-
大源家（横浜家系濃厚とんこつラーメン）,群馬県前橋市駒形町144 ,-,-
珈琲館あるく,群馬県前橋市千代田町2-1-1 ,-,-
ゆで太郎 前橋総社町店,群馬県前橋市総社町総社2905-6 ,-,027-212-7474
エフディジョン（f.Dijon）,群馬県前橋市小相木町660-2 ,-,-
満ぞく亭,群馬県前橋市城東町1-5-4 ,-,027-233-3103
結城屋 高井支店（ゆうきや）,群馬県前橋市高井町1-13-18 ,-,027-253-0371
居酒屋 こみさん。,群馬県前橋市国領町1-11-1 ,-,027-232-0735
そば平,群馬県前橋市下石倉町32-20 ,-,-
辰巳庵,群馬県前橋市二之宮町1386-4 ,-,027-268-2053
ぎょうざや へいはち食堂 前橋城東町本店,群馬県前橋市城東町3-18-12 ,-,027-212-2659
かつ久 無庵 前橋本店（かつひさ むあん）,群馬県前橋市上長磯町282-1 ,-,027-263-4129
皆笑フ,群馬県前橋市青柳町133-1 ,-,不明の為情報お待ちしております
桂林,群馬県前橋市西片貝町1-323-5 ,-,027-234-7030
会津喜多方らーめん 六供店,群馬県前橋市六供町754-1 ,-,-
観堂食堂,群馬県前橋市大手町2-16-30 ,-,027-221-7904
富金豚 けやきウォーク前橋店（トミキントン）,群馬県前橋市文京町2-1-1 けやきウォーク前橋 1F,-,027-212-9188
山田うどん 前橋南インター店,群馬県前橋市宮地町37-1 ,-,027-265-4651
ごま屋,群馬県前橋市文京町2-23-8 ,-,-
すたみな太郎 ガーデン前橋店,群馬県前橋市小屋原町472-1 ガーデン前橋 2F,-,027-267-1129
ジェラート&アイスクリーム fruits tree（ふるーつ つりー）,群馬県伊勢崎市稲荷町8-2 jewelry ANSWER,-,-
ROBSON COFFEE 天川原店（ロブソンコーヒー）,群馬県前橋市天川原町1-14-9 ,-,-
八中庵,群馬県北群馬郡吉岡町大字大久保2314 ,-,0279-54-8130
鮨矢島,群馬県前橋市千代田町5-7-21 ,-,027-234-2155
焼肉あぐり（愛食里）,群馬県前橋市古市町106-1 ,-,027-210-8989
桜あん,群馬県前橋市下大島町1055-179 ,-,027-212-9019
かっぱ寿司 三俣店,群馬県前橋市三俣町1-23-2 ,-,-
バーミヤン 前橋若宮店,群馬県前橋市若宮町4-18-17 ,-,027-230-9015
中國料理南苑,群馬県前橋市天川原町2-43-1 ,-,027-221-0203
ベリーベリー（Chinese Dining Cafe  Very & verY）,群馬県前橋市南町3-50-9 ,-,027-223-7255
加奈藺（カナイ）,群馬県前橋市元総社町2470-2 ,-,-
かつや 前橋元総社店,群馬県前橋市元総社町98 ,-,027-226-5504
中村麺兵衛 前橋箱田店,群馬県前橋市箱田町1555-1 ,-,-
名月館,群馬県前橋市富士見町赤城山33 ,-,027-287-8127
ななしや,群馬県前橋市住吉町1-3-7 ,-,027-234-3165
赤から 前橋下小出店,群馬県前橋市下小出町3-14-2 あうん館ビル 1F,-,027-212-2295
グルマンカレー（GOURMAND CURRY）,群馬県前橋市千代田町5-20-7 イナムラビル 1F,-,050-8885-3156
幸楽苑 前橋石倉店,群馬県前橋市石倉町3-10-3 ,-,027-256-8351
KINGPIN CAFE（キングピンカフェ）,群馬県前橋市大友町3-24-1 マーキュリーホテル 1F,-,027-888-6629
ベーカリーズキッチン オハナ 道の駅まえばし赤城店（Bakerys Kitchen ohana）,群馬県前橋市田口町36 ,-,-
リバーズ ミート DELI（RIVER'S MEAT DELI）,群馬県前橋市本町2-5-4 ,-,0272-89-2978
焼肉 光炎,群馬県前橋市総社町総社3110-1 ,-,027-289-2175
べえす,群馬県前橋市日吉町1-1-7 ,-,027-234-7018
カフェ ド エクリュ（Café de ECRU）,群馬県前橋市堤町726-5 ,-,027-226-1422
ステーキ屋 甚（ジン）,群馬県前橋市日吉町4-37-6 ,-,027-231-7337
シャトレーゼ フォレストモール新前橋店（Chateraise）,群馬県前橋市古市町180-2 フォレストモール新前橋,-,027-251-7011
コッペ田島 前橋店,群馬県前橋市元総社町190-1 ,-,-
ハンバーグ家 前橋元総社本店,群馬県前橋市元総社町2-8-3 ,-,027-255-3373
天下一品 前橋大友店,群馬県前橋市大友町1-5-7 ,-,-
アジアパン,群馬県前橋市岩神町2-4-26 ,-,027-231-4020
YAMATOYA COFFEE 32（ヤマトヤコーヒー 32）,群馬県前橋市大手町1-1-1 群馬県庁舎 32Ｆ,-,-
牛や清（ぎゅうやきよし）,群馬県前橋市岩神町4-9-15 ,-,027-231-4027
麺工房マロニエ,群馬県前橋市富士見町小暮2316-5 ,-,-
ホテルサンダーソン,群馬県前橋市石倉町3-12-2 ,-,027-251-5151
新盛楼,群馬県前橋市上小出町2-41-12 ,-,027-233-2232
地鶏らーめん 翔鶴 道の駅まえばし赤城店,群馬県前橋市田口町36 ,-,-
リストランテ ソルジェンテ（Ristorante Sorgente）,群馬県前橋市三俣町1-1-11 藤田マンション 1F,-,027-237-0834
Ｇ´（ジーダッシュ）,群馬県前橋市上細井町944-4 ,-,027-231-2283
まるおか,群馬県高崎市棟高町1174-1 ,-,-
にんにく家 前橋店（にんにくや）,群馬県前橋市三河町1-1-1 １Ｆ,-,027-223-8688
赤城国際カントリークラブ,群馬県富士見町赤城山2036 ,-,027-288-3111
島田屋 支店,群馬県前橋市朝日町3-13-2 ,-,027-224-2354
竹の子レストラン,群馬県前橋市上佐鳥町476-1 ,-,027-265-2961
讃岐うどん萩屋,群馬県前橋市下大島町411 obcビル1F,-,027-267-7101
地鶏ラーメン とりじ,群馬県前橋市天川大島町19-1 ,-,-
喫茶 柱時計,群馬県前橋市滝窪町321-12 ,-,027-289-5998
野道,群馬県前橋市三河町1-12-6 ,-,027-224-3444
セブンイレブン 前橋上沖町店,群馬県前橋市上沖町152-4 ,-,027-237-5586
ほっともっと 前橋川原町店（Hotto　Motto）,群馬県前橋市川原町1-27-5 ,-,027-260-6168
はなまるうどん ジョイホンパーク吉岡店,群馬県北群馬郡吉岡町大久保364-1 ジョイホンパーク吉岡 2F,-,0279-26-7515
フレッセイ クラシード若宮,群馬県前橋市若宮町1-5-1 ,-,027-210-3777
赤城温泉ホテル,群馬県前橋市苗ヶ島町2031 ,-,027-283-2619
YouMay（ユメ）,群馬県前橋市問屋町1-4-2 ,-,027-215-5141
築地銀だこ フォリオ吉岡店,群馬県北群馬郡吉岡町大久保891-1 ,-,0279-70-8210
セブン-イレブン 大胡樋越店（7-ELEVEN）,群馬県前橋市樋越町872 ,-,027-283-1839
さくら,群馬県前橋市柏倉町2471-7 ぐんまフラワーパーク,-,027-283-8189
あかぎの工房,群馬県前橋市江木町1231 ,-,027-269-3570
みよし,群馬県前橋市総社町総社1961 ,-,027-255-3530
次男坊,群馬県前橋市城東町3-2-8 ,-,027-232-0829
お好み焼はやし,群馬県前橋市大友町3-6-1 ,-,027-253-6741
Sunny’s,群馬県前橋市大手町3-16-3 るなぱあく,-,090-9856-4708
たごさく スズラン前橋店,群馬県前橋市千代田町2-12-3 スズラン前橋店,-,不明の為情報お待ちしております
ゆきとしお,群馬県前橋市本町2-3-5 ,-,不明の為情報お待ちしております
マルエドラッグ 前橋朝日町店,群馬県前橋市朝日町1-26-7 ,-,不明の為情報お待ちしております
パン工房mucu（ムク）,群馬県北群馬郡吉岡町大久保1641-1 ,-,0279-26-8426
デアデア,群馬県前橋市岩神町2-4-7 ,-,027-212-0492
アティティ ネパールレストラン,群馬県前橋市城東町2-9-1 ,-,不明の為情報お待ちしております
ムラマツ（MURAMATSU）,群馬県前橋市田口町1222-10 ,-,027-232-0055
ｂｏｃｈｉ　ｂｏｃｈｉ,群馬県前橋市千代田町3-8-12 ,-,不明の為情報お待ちしております
わくわく広場 イオンモール高崎店,群馬県高崎市棟高町1400 イオンモール高崎 1F,-,不明の為情報お待ちしております
カフェテリア ヴィーヴォ アッテ（caffetteria vivo a'lzate）,群馬県前橋市六供町725-1 ,-,027-288-0447
アンファン 県庁前（江木食品工業）,群馬県前橋市大手町2-11-27 ,-,不明の為情報お待ちしております
めん六や 前橋店,群馬県前橋市亀里町1301-1 ,-,-
あじまん カインズホーム前橋みなみモール店,群馬県前橋市新堀町862 カインズホーム前橋みなみモール,-,0077-78-1144
BAR NEXT,群馬県前橋市大友町3-23-7 ,-,027-212-5980
シーダイニング（Sea Dining ）,群馬県前橋市千代田町5-1-9 MKビル 1F,-,不明の為情報お待ちしております
群れ馬うどん しんか家,群馬県前橋市日吉町4-23-2 ,-,027-232-3356
旨み酒房 さばとら,群馬県前橋市鳥取町847-1 芳賀コーポ 4,-,027-212-7716
綿引肉店,群馬県北群馬郡吉岡町大久保257-1 ,-,0279-26-2941
広瀬 家族食堂 大衆酒場 はれのや,群馬県前橋市広瀬町1-14-13 ,-,027-226-5170
つくりたてのパン モグモグ,群馬県前橋市粕川町月田928 ,-,027-212-7276
セブン-イレブン 前橋南高校前店（7-ELEVEN）,群馬県前橋市亀里町19-1 ,-,027-265-5576
空,群馬県前橋市元総社町2-8-3 ,-,090-5322-7924
たか松,群馬県前橋市高井町1-13-17 ,-,027-252-9825
BEGGARS BANQUET（べガーズバンケット）,群馬県前橋市荒牧町2-14-16 ,-,050-1151-9393
ガレージカフェ ジェームス敷島店（GARAGE CAFE）,群馬県前橋市下小出町3-1-1 ジェームス敷島店内,-,027-219-0331
ムー カフェ（MOO CAFE）,群馬県前橋市住吉町1-13-24 住吉ビル 2F,-,027-288-0348
café suave 前橋店（カフェ スアーヴ）,群馬県前橋市千代田町5-4-2 サンデールーム 2F,-,070-1240-9503
おぼんこぼん,群馬県前橋市新前橋町26-3 ,-,027-212-0339
COTARO（コタロウ）,群馬県前橋市箱田町1661-4 ,-,027-257-6809
セブン-イレブン 高崎稲荷台町店（7-ELEVEN）,群馬県高崎市稲荷台町92-4 ,-,-
業務スーパー 前橋南店,群馬県前橋市天川原町1-19-1 ,-,027-212-6078
BLOOM（ブルーム）,群馬県前橋市関根町31 ,-,不明の為情報お待ちしております
UTARI（ウタリ）,群馬県前橋市千代田町5-14-10 千代田ビル 2F,-,027-212-5386
ヤオコーピノ 前橋六供店,群馬県前橋市六供町663-1 ヤオコー前橋六供店内,-,027-260-8211
ござる,群馬県前橋市大胡町360-1 ,-,027-212-9533
なないろ堂,群馬県前橋市西片貝町4-14-9 ,-,090-2313-4189
ピージェイケーイングリッシュカフェ（PJK English Cafe）,群馬県前橋市三河町2-5-3 ,-,027-289-9350
フルハウス,群馬県前橋市千代田5-11-5 2F,-,027-226-1349
呑ちゃん酒場,群馬県前橋市千代田町3-9-13 呑竜横丁,-,-
与利屋,群馬県前橋市青梨子町973-2 ,-,027-252-6326
ビアードパパの作りたて工房  ジョイホンパーク吉岡店,群馬県北群馬郡吉岡町大久保364-1 ジョイホンパーク吉岡,-,0279-25-7304
太田青果,群馬県前橋市天川原町2-10-1 ,-,027-221-6642
キッチンCafeメリエンダ 前橋山王町本店,群馬県前橋市山王町2-41-17 ,-,不明の為情報お待ちしております
kazu（カズ）,群馬県前橋市千代田町5-17-8 桑原店舗 1F,-,080-3710-0141
本高砂屋 スズラン前橋店,群馬県前橋市千代田町2-12-3 スズラン前橋店 B1F,-,027-233-1111
福満園（台湾料理フクマンエン）,群馬県前橋市東善町76 ,-,027-226-1427
セブンイレブン 前橋朝倉町１丁目店,群馬県前橋市朝倉町1-7-4 ,-,027-263-2606
韓ビニ 前橋店,群馬県前橋市川原町1-20-10 ,-,不明の為情報お待ちしております
お茶なキモチ,群馬県前橋市天川大島町165-5 阿久津茶舗,-,027-263-3637
ベイシア 前橋みなみモール店,群馬県前橋市新堀町893 ,-,027-210-0888
ちゃ～ちゃ,群馬県前橋市富田町650-2 ,-,027-203-0085
きたづめ,群馬県前橋市江木町1294-11 ,-,027-269-3997
料亭 小松,群馬県前橋市千代田町4-5-4 ,-,027-231-4140
御菓子司　青柳 本店,群馬県前橋市本町2-15-2 ,-,-
料理かない,群馬県前橋市上沖町627-8 ,-,027-233-0018
月火水ふくむら,群馬県前橋市関根町3-4-8 ,-,不明の為情報お待ちしております
GOKU GOKU ジョイホンパーク吉岡店（ゴク ゴク）,群馬県北群馬郡吉岡町大久保384-1 ジョイホンパーク吉岡 1F,-,-
セブンイレブン 前橋六供町店,群馬県前橋市六供町1004 ,-,027-221-3067
Dining&Bar Coco Crest（ダイニング&バー ココ クレスト）,群馬県前橋市荒牧町4-21-9 1F,-,027-235-2424
島田屋,群馬県前橋市若宮町1-8-3 ,-,-
nanohana bakery,群馬県前橋市朝日町3-21-11-2 ,-,080-8037-7891
ディスカウントドラッグコスモス 六供店,群馬県前橋市六供町979 ,-,027-289-8077
セブンイレブン 前橋小相木町店（7-ELEVEN）,群馬県前橋市小相木町481-1 ,-,027-251-7001
風雅（ふうが）,群馬県前橋市城東町2-10-7 ,-,090-4969-1188
妙見茶屋 本店（ミョウケンチャヤ）,群馬県高崎市引間町159-1 ,-,不明の為情報お待ちしております
Lub Luck CAFE（ラブラックカフェ）,群馬県北群馬郡吉岡町大久保393-1 ,-,0279-30-6111
うどん若大将,群馬県前橋市千代田町5-14-6 ,-,080-4195-4419
創作料理 富,群馬県前橋市千代田町2-12-3 スズラン前橋店 本館 B1F,-,027-233-1111
アイン薬局  前橋店,群馬県前橋市上新田町584-10 ,-,027-280-5181
香慕茶（かぼちゃ）,群馬県前橋市後閑町658-6 ,-,不明の為情報お待ちしております
マムズキッチンハッピー（MOM'S KITCHEN HAPPY）,群馬県前橋市粕川町込皆戸166-14 ,-,不明の為情報お待ちしております
淡墨,群馬県前橋市本町2-7-14 ,-,027-223-6636
クスクシュ（kusukuyu）,群馬県前橋市荒口町361-3 ,-,不明の為情報お待ちしております
京都・宇治 式部郷（キョウトウジ シキブノサト）,群馬県前橋市千代田町2-12-3 スズラン前橋店 B1F,-,027-233-1111
TU HUE QUAN（トゥフェクァン）,群馬県前橋市本町2-3-17 青木ビル 2F,-,不明の為情報お待ちしております
ベーカリーヤオコーピノ 前橋関根店（ Bakery yaoko pino）,群馬県前橋市関根町1-2-36 スーパーマーケットヤオコー 前橋関根店,-,027-230-8211
ルビーチューズディ（Ruby Tuesday）,群馬県前橋市千代田町4-12-3 ,-,不明の為情報お待ちしております
さかな屋 ゆう,群馬県前橋市大利根町1-38-2 ,-,027-212-9027
一口屋食堂,群馬県前橋市若宮町3-13-1 ,-,027-231-5603
Neo Met's 前橋店（ネオ メッツ）,群馬県前橋市荒牧町2-14-17 ,-,050-1349-6661
ミニストップ 前橋交通公園前店,群馬県前橋市西片貝町5-6-2 ,-,027-223-6032
正田醤油スタジアム群馬,群馬県前橋市敷島町66 ,-,027-234-9338
鉄板焼かど蔵 スズラン前橋店,群馬県前橋市千代田町2-12-3 スズラン前橋店地下街,-,027-888-6064
カリーマハール,群馬県前橋市小屋原町472-1 ガーデン前橋 2F,-,027-288-0005
