店名,住所,電話番号,予約・お問い合わせ
ホルモン焼肉 明樂,茨城県水戸市笠原町1151-1 ,-,029-291-4075
炭火焼鳥 鳥さわ,茨城県水戸市中央2-9-29 ,-,029-215-9020
la boulangerie 32 （ラ・ブランジェ・サニー）,茨城県水戸市米沢町364-7 ,-,-
GRILL CAFE お肉とたまごとスイーツと（グリルカフェ）,茨城県水戸市住吉町42-8 ,-,050-8883-5305
リストランテ 勘十郎,茨城県水戸市元吉田町1042-12 ,-,029-212-5553
偕楽園売店 見晴亭（カイラクエンバイテンミハラシテイ）,茨城県水戸市常磐町1-3-2 ,-,029-306-8911
味の店 かくた（アジノミセ　カクタ）,茨城県水戸市西原2-17-3 ,-,-
久月庵,茨城県水戸市白梅3-9-11 ,-,-
割烹 まち鮨 水戸本店,茨城県水戸市中央1-5-6 ,-,029-350-1578
レストラン　イイジマ,茨城県水戸市見和2-251-10 ,-,029-252-8115
ニュートラル カフェ（NEUTRAL cafe）,茨城県水戸市大足町1936-3 ,-,029-259-7717
田舎そば,茨城県水戸市東前町1470-112 ,-,029-269-3482
コジカフェ（COJICAFE）,茨城県水戸市吉沢町697-2 ,-,029-248-9180
ハナトコ（hanatoco）,茨城県水戸市元山町2-3-39 ,-,029-291-7787
らぁ麺林檎,茨城県水戸市大塚町1863-38 ,-,029-210-1985
東横INN 水戸駅南口（トウヨコイン）,茨城県水戸市桜川2-3-40 ,-,029-221-1045
うどん市 水戸店（うどんいち）,茨城県水戸市谷田町944-2 ,-,-
コナズ珈琲 水戸店（Kona's Coffee）,茨城県水戸市見川町丹下二ノ牧2138-4 ,-,-
吉野家 50号線水戸笠原店,茨城県水戸市笠原町1194-2 ,-,029-305-4129
江戸前 大黒鮨（だいこくすし）,茨城県水戸市元吉田町321-2 ,-,029-247-7107
すえひろ食堂,茨城県水戸市末広町2-4-33 ,-,029-221-4116
吟月,茨城県水戸市米沢町89-3 ,-,-
Hakko Cafe Kome-Hana（コメハナ）,茨城県水戸市元吉田町1012-34 ,-,029-388-0388
GODIVA イオンモール水戸内原店（ゴディバ）,茨城県水戸市内原2-1 イオンモール水戸内原 2F,-,029-259-3333
運平堂本店 梅の屋光国 水戸店,茨城県水戸市三の丸1-4-4 ,-,029-221-8581
つけめん 無名狼（MUMEIROU）,茨城県水戸市住吉町192-3 ,-,-
やよい軒 水戸米沢町店,茨城県水戸市米沢町238-1 ,-,-
ザ フライヤー ベーカリー（THE FLYER BAKERY）,茨城県水戸市酒門町1008-1 ,-,029-350-3933
ステーキ宮 水戸店,茨城県水戸市千波町462-10 ,-,-
だるま食品,茨城県水戸市柳町1-7-8 ,-,029-221-7068
車屋,茨城県水戸市城南2-6-20 ,-,-
一久（いっきゅう）,茨城県水戸市河和田町877 ,-,029-251-3955
CoCo壱番屋 水戸駅南口店（ココイチバンヤ）,茨城県水戸市宮町1-7-44 COMBOX310 3F,-,-
ローストビーフ星 イオンモール水戸内原店,茨城県水戸市内原2-1 イオンモール水戸内原 3F,-,-
ココス 水戸見川店,茨城県水戸市見川2-3063-1 ,-,029-309-4505
タイレストラン ロッディー,茨城県水戸市吉沢町1075 ,-,029-303-6760
Aladdin,茨城県水戸市元吉田町1058-5 アッソディフィオーリ 1F,-,029-297-2239
活龍鶏そば専門店 とりだけ,茨城県水戸市河和田3-2316-2 ,-,-
天婦羅　瀧口,茨城県水戸市新荘3丁目6-24 ,-,029-221-7865
赤から 水戸赤塚駅南店,茨城県水戸市姫子2-686-3 ,-,-
カフェ ブリッコ 水戸店（CAFE BRICCO）,茨城県水戸市元吉田町1270-1 カインズ水戸店,-,-
カフェレストラン　オールマスターズ,茨城県水戸市柵町1-5-20 ,-,029-212-7008
レストラン アルエット,茨城県水戸市宮町1-6-1 ホテルレイクビュー水戸１F,-,029-224-2794
ココス 水戸千波店（COCO'S）,茨城県水戸市千波町1881-1 ,-,029-240-3168
中華ダイニング 笑（チュウカダイニング ワラ）,茨城県水戸市平須町1828-59 ,-,080-6830-8383
大黒 笠原店,茨城県水戸市笠原町1443-2 ,-,-
沖縄食堂 シーサーズ,茨城県水戸市松が丘2-6-10 松が丘ビル 102,-,029-291-5479
レストランよこかわ,茨城県水戸市大町2-3-22 ,-,029-221-3230
長崎亭（ながさきてい）,茨城県水戸市宮町2-2-27 ,-,-
らーめん亭 青木屋,茨城県水戸市五軒町3-6-4 ,-,-
一三庵,茨城県東茨城郡城里町大字石塚1420 ,-,029-288-3573
そばいち,茨城県水戸市平須町1798 ,-,029-241-0755
タイ料理コアタイ,茨城県水戸市吉沢町273-1 ,-,029-297-2157
すき家 水戸笠原店,茨城県水戸市笠原町976-21 ,-,非公開
デイスマート（DAYSMART）,茨城県水戸市備前町5-30 ,-,029-350-5678
特選中華蕎麦 諭吉,茨城県水戸市双葉台4-596-1 ,-,-
グリルキッチン カンプス （Grill Kitchen KAMPUS）,茨城県水戸市城南1-3-10 第一城南マンション 1F,-,029-291-5366
おにぎり山翠,茨城県水戸市中丸町572-3 ,-,029-253-0355
日本の味　横綱本店,茨城県水戸市 大足 1574 ,-,029-257-5005
中国料理 四季香,茨城県水戸市白梅1-2-28 ,-,029-233-1210
割烹いづみ（（茨城県　水戸市））,茨城県水戸市泉町2-1-35 ,-,029-221-4080
下町食堂,茨城県水戸市小吹町2054-110 ,-,-
まるい食堂,茨城県東茨城郡城里町石塚1420-8-1 ,-,-
ビストロ エトワ（Bistro et toi）,茨城県水戸市南町2-4-24 フォーライフ南町 1F,-,029-297-3285
モーニング,茨城県水戸市泉町1-6-1 京成百貨店 B1F,-,029-232-8466
あさ美,茨城県水戸市見川町2131-357 ,-,029-244-5596
与三郎庵,茨城県水戸市木葉下町1016-1 ,-,-
香龍苑,茨城県水戸市泉町1-2-20 ,-,不明の為情報お待ちしております
to_（トゥ）,茨城県水戸市泉町2-2-44 ,-,029-227-3122
めんや梟,茨城県水戸市笠原町483-54 ,-,-
OMISE（オミセ）,茨城県水戸市泉町1-2-20 ,-,-
ベアストーン,茨城県水戸市見川町2131-29 ,-,029-241-9855
水戸黄門茶屋,茨城県水戸市常磐町1-3-1 ,-,-
楽天,茨城県水戸市宮町2-5-6 ,-,029-221-3210
レストラン アオヤマ（Restaurant Aoyama）,茨城県水戸市姫子2-30 ヨークタウン赤塚ショッピングセンター,-,029-257-9292
good bakes（グッドベイクス）,茨城県水戸市泉町2-2-36 長谷川第3ビル 1F,-,不明の為情報お待ちしております
鮨 和食 ひとしずく,茨城県水戸市南町2-4-24 フォーライフ南町 106,-,029-231-0545
ホテルレイクビュー水戸（ホテルレイクビューミト）,茨城県水戸市宮町1-6-1 ホテルレイクビュー水戸,-,029-224-2727
そば処一色（いっしき）,茨城県水戸市大足町1608-1 ,-,-
キッチン ヤン,茨城県東茨城郡茨城町大字長岡3456-4 ,-,-
生そば 吾妻庵（あづまあん）,茨城県水戸市南町1-3-40 ,-,029-221-4413
丸亀製麺 イオンモール水戸内原店,茨城県水戸市内原2-1 イオンモール水戸内原 3F,-,-
フレッシュグリーン（Fresh Green）,茨城県水戸市緑町2-2-21 ,-,029-221-6220
かつさと 水戸店,茨城県水戸市南町3-4-1 ,-,-
夢浪漫,茨城県水戸市姫子2-767-2 ,-,029-257-1666
そば吉 萱場店（そばきち）,茨城県水戸市萱場町503-1 ,-,-
ニューデイズミニ 水戸1号（New Daysミニ）,茨城県水戸市宮町1-1-1 水戸駅 改札口外,-,029-302-5034
ココペリドライブイン（COCOPELLI DRIVEIN）,茨城県水戸市六反田町587 ,-,029-291-3824
マクドナルド JR水戸駅店,茨城県水戸市宮町1-1-1 水戸駅ビル エクセル プラムストリート 3F,-,-
charcoal steak BRASS（チャコールステーキ ブラス）,茨城県水戸市堀町1907-3 ,-,029-253-0600
肉の木村屋,茨城県東茨城郡茨城町大字小鶴159-2 ,-,029-292-0163
匠庵（ショウアン）,茨城県東茨城郡茨城町大戸3445-1 ,-,029-292-6600
中華蕎麦 みうら,茨城県水戸市東野町361-1 ,-,-
藪そば,茨城県水戸市城南2-4-39 ,-,029-227-5225
マリア・ヴェルト,茨城県水戸市見川町2131-28 ,-,029-244-4063
そば処 かずき,茨城県水戸市谷田町438-9 ,-,029-224-9388
門つる,茨城県水戸市浜田町404-3 ,-,-
龍のひげ,茨城県水戸市元吉田町3267-4 ,-,-
エリア（Bar Area）,茨城県水戸市南町2丁目4-18 鵜殿ビル1Ｆ,-,029-232-0901
ビストロ エンドウ,茨城県水戸市南町1-3-18 アパホテル水戸駅北 2F,-,-
スタミナラーメン松喜吉（まつきち）,茨城県水戸市本町1-10-11 ,-,-
ベジジ（vezizi）,茨城県水戸市鯉淵町4586-3 ,-,029-259-7989
蔵+かつ 水戸店,茨城県水戸市宮町1-7-31 エクセルみなみ 3F,029-302-5959,-
らぶた,茨城県水戸市笠原町600-35 ,-,029-239-5929
炎神（アグニ）,茨城県水戸市桜川2-1-6 アイランドビル 1Ｆ,029-222-0777,050-5456-2213
箸できれるとんかつのお店 みねお,茨城県水戸市城南1-3-38 平成ビル2 1F,-,050-8888-0136
ビストロ・ド・タコ,茨城県水戸市袴塚2-3-7 ,-,不明の為情報お待ちしております
デザート王国 イオンモール水戸内原店,茨城県水戸市中原町西135番地 イオンモール水戸内原 3F,-,029-259-1375
トロピカル,茨城県水戸市南町1-3-3 ,-,029-226-6907
麺処 雅,茨城県東茨城郡茨城町常井1156-5 ,-,-
内原カントリー倶楽部　レストラン,茨城県水戸市鯉渕町6798 ,-,029-259-2500
スターバックス・コーヒー 水戸エクセル店,茨城県水戸市宮町1-1-1 水戸駅ビル エクセル 2F,-,-
すぎのや本陣 水戸県庁前店,茨城県水戸市笠原町1964-5 ,-,029-305-5758
かじわら,茨城県水戸市城南1-3-27 ,-,029-224-8839
トライベッカ（TRIBECA）,茨城県水戸市千波町1281-2 1F,-,029-350-6220
イバラキスイーツ工房（IBARAKIスイーツコウボウ）,茨城県水戸市宮町1-7-31 水戸駅ビル エクセルみなみ 3F,-,-
焼肉 ホルモン マルキ精肉 水戸店,茨城県水戸市笠原町1251-1 ,-,029-305-2929
焼肉 美炙樂（ヤキニク ビシャラ）,茨城県東茨城郡城里町石塚2213-1 ,-,029-353-8955
胡麻ラーメン 極（ゴク）,茨城県水戸市河和田4402-122 ,-,029-306-7665
ランテルナマッサ（Lanterna massa【旧店名】ジーノ リストランテ）,茨城県水戸市泉町2-1-45 ロックアップビル　１F,-,029-233-1905
らぁ麺 ふじ田 水戸本店,茨城県水戸市城南1-7-2 グレースタワー城南 105,029-246-5565,-
和幸 イオンモール水戸内原店,茨城県水戸市中原町字西135 イオンモール水戸内原 1F,-,-
木内酒造1823,茨城県水戸市宮町1-7-31 エクセルみなみ 3F,-,029-302-5959
デンバープレミアム イオンモール水戸内原店,茨城県水戸市中原町字西135 イオンモール水戸内原 1F,-,029-259-7729
うどんれすとらん へんこつ 水戸吉沢店,茨城県水戸市吉沢町字原357-3 ,-,029-247-3001
釜人　鉢の木,茨城県水戸市南町3-6-28 ,-,029-221-5874
浜田屋 平須店,茨城県水戸市平須町1820-398 ,-,029-244-0150
ココス 水戸茨大前店（COCO'S）,茨城県水戸市堀町1012-3 ,-,029-222-1013
梅の花 水戸店,茨城県水戸市笠原町1971-1 ,-,029-305-5311
麺屋 むじゃき,茨城県水戸市東台1-5-31 ,-,-
食彩やクレソン,茨城県水戸市加倉井町1259-11 ,-,029-253-5930
洋食　こばやし,茨城県水戸市本町2-3-26 ,-,029-227-2341
彩食亭　心まい,茨城県水戸市泉町2-2-31 ,-,029-231-9525
木村屋本店,茨城県水戸市南町1-2-21 ,-,029-221-3418
サザコーヒー 茨城県庁店,茨城県水戸市笠原町978-6 茨城県庁 11F,-,029-301-6255
こおりや 凜,茨城県水戸市白梅1-2-41 ,-,不明の為情報お待ちしております
らーめん　匠家 末広町店,茨城県水戸市末広町2-4-28 ,-,-
北海道あずき,茨城県水戸市南町1-4-40 ,-,不明の為情報お待ちしております
珍来,茨城県水戸市笠原町977 ,-,029-241-9451
ヴェトラータ（VETRATA）,茨城県水戸市南町3-3-46 天下堂ビル 2F,-,不明の為情報お待ちしております
親孝行食堂,茨城県水戸市元吉田町1623 ,-,不明の為情報お待ちしております
手打ちそば 正味庵（てうちそば しょうみあん）,茨城県水戸市住吉町200-4 ,-,029-247-8139
串揚げ　はちじゅう,茨城県水戸市城南1-7-2 聖城ビル１０３,-,029-224-9480
コサイ（KOSAI）,茨城県水戸市元吉田町2238-6 ,-,029-304-5560
鮨健,茨城県水戸市見和1-334 ,-,029-224-2881
蘭丸（ランマル）,茨城県水戸市中央2-4-3 ,-,-
サザコーヒー 水戸芸術館店,茨城県水戸市五軒町1-6-8 ,-,-
レストラン キエフ,茨城県水戸市加倉井町670-2 ,-,029-251-8530
中華ソバ ハマダヤ 50号バイパス店,茨城県水戸市笠原町193-1 ,-,-
登龍門,茨城県水戸市千波町2388-8 ,-,029-243-0313
維新,茨城県水戸市泉町 2-2-47 ,-,029-302-8022
魚べい 水戸赤塚店,茨城県水戸市赤塚1-2064-23 ,-,-
ステーキハウス 幌馬車 水戸店,茨城県水戸市見和1-307-18 ,-,029-251-3381
ファミリーレストラン 富士食堂,茨城県水戸市南町1-4-19 ,-,029-221-2758
つけ麺 みつ圀,茨城県水戸市元吉田町1490-19 ,-,不明の為情報お待ちしております
つたやそば,茨城県水戸市平須町1859 ,-,029-241-5361
うなぎや,茨城県東茨城郡茨城町大字下石崎2277 ,-,029-293-7018
HITACHINO COFFEE（ヒタチノ コーヒー）,茨城県水戸市南町1-2-32 M-Workビル 1F,-,-
マクドナルド ５０号水戸赤塚店,茨城県水戸市赤塚2-2005-10 ,-,029-251-1839
かつや 水戸袴塚店,茨城県水戸市袴塚2-1-33 ,-,-
焼きたて屋 スーパービバホーム水戸県庁前店,茨城県水戸市笠原町978-41 ,-,-
ピッツェリア マリノ イオンモール水戸内原店,茨城県水戸市内原2-1 イオンモール水戸内原 1F,-,029-284-1215
自然食レストランPumpkin（パンプキン）,茨城県北茨城市磯原町磯原1-222 ,-,0293-42-1818
広島お好み焼 どっこい,茨城県水戸市桜川1-5-3 岩上ビル 102,-,029-210-1100
幸楽苑 水戸末広店（コウラクエン）,茨城県水戸市末広町2-3-11 ,-,029-222-4727
らーめん ねぎ家,茨城県水戸市平須町1820-91 ,-,-
京都ラーメン 森井 水戸京成百貨店（MORRY）,茨城県水戸市泉町1-6-1 京成百貨店 9F,-,029-232-8422
白河,茨城県水戸市見川3-720-1 ,-,-
カフェトロワシャンブル 京成店,茨城県水戸市泉町1-6-1 京成百貨店,-,-
ホテルルートイン 水戸県庁前（HOTEL ROUTE INN）,茨城県水戸市千波町1953-1 ,-,029-305-0111
備前,茨城県水戸市白梅3-7-1 ,-,029-225-6711
夢屋,茨城県水戸市大町3-4-7 ,-,029-231-0011
蕎麦一,茨城県水戸市住吉町103 ,-,029-247-3799
GODIVA 水戸京成百貨店（ゴディバ）,茨城県水戸市泉町1-6-1 京成百貨店 B1F,-,029-231-1111
焼き鳥 たまりBAR,茨城県水戸市杉崎町894-2 ,-,080-8035-6639
オリジンデリカ カスミ水戸西原店,茨城県水戸市西原1-14-58 ,-,029-297-9062
福祉ショップ まごころ,茨城県水戸市笠原町978-6 茨城県庁2F,-,029-254-7814
水戸Fusion たかやま,茨城県水戸市南町2-1-50 1F,-,070-1485-1995
CAFE DE FOX（カフェ ド フォックス）,茨城県水戸市萱場町495 ,-,不明の為情報お待ちしております
鉄板居酒屋 如月（きさらぎ）,茨城県水戸市城南1-5-23 ,-,不明の為情報お待ちしております
美味倶楽部　鷹山,茨城県水戸市鯉淵町4333 ,-,029-259-9091
久世福商店 イオンモール水戸内原店,茨城県水戸市内原2-1 イオンモール水戸内原 1F,-,029-297-2029
竹寿し,茨城県水戸市見和3-1528-1 ,-,029-251-9502
ミネルバ（Minerva）,茨城県水戸市宮町2-3-38 スターバックスカフェ 2F,-,029-226-8688
魚魚膳 イオンスタイル水戸内原店（トトゼン）,茨城県水戸市内原2-1 イオンスタイル水戸内原 1F,-,029-259-1425
麺家 ふじ,茨城県東茨城郡茨城町長岡3481-87 ,-,029-303-7707
ぐるめ酒房 富栄（トミエイ）,茨城県水戸市中央2-8-41 幸栄ビル 1F,-,029-350-8818
GODIVA 水戸エクセル店（ゴディバ）,茨城県水戸市宮町1-1-1 水戸駅ビル エクセル本館 2F,-,0293-50-8499
The迎賓館偕楽園別邸,茨城県水戸市千波町2692-1 ,-,0120-660-888
夢や,茨城県水戸市見和2-297 ,-,029-254-6291
中華そば 鈴乃家 末広店（スズノヤ）,茨城県水戸市末広町3-2-35 ,-,029-291-5804
片寄養蜂,茨城県水戸市南町2-3-7 ,-,029-231-3528
LAWSON 水戸南町二丁目（ローソン）,茨城県水戸市南町2-4-41 ,-,029-303-5852
可志満（かしま）,茨城県水戸市五軒町1-6-5 ,-,029-221-6731
あさ川 ヨークベニマル百合が丘店,茨城県水戸市百合が丘町8-3 ,-,不明の為情報お待ちしております
丁烹 喜多蜂,茨城県東茨城郡茨城町大字秋葉818 ,-,029-292-9654
焼肉 誠,茨城県水戸市五軒町3-6-7 ,-,080-1047-7627
ハッピークレープ 上水戸店,茨城県水戸市上水戸2-9-10 MEGAドン・キホーテ上水戸店 1F,-,029-252-8700
grand（グランド）,茨城県水戸市南町3-6-26 1F,-,029-210-2920
LAUGH VILLAGE（ラフビレッジ）,茨城県水戸市河和田1-1699-13 ,-,050-8881-7925
那珂川旅館,茨城県水戸市北見町6-16 ,-,029-221-4063
ガスト 水戸エクセル店,茨城県水戸市宮町1-1-1 ,-,029-297-1123
アンシピード,茨城県水戸市渡里町2305-6 ２Ｆ,-,029-232-8867
爽香庭,茨城県水戸市酒門町上千束3234-1 山新グランステージ二階,-,-
自家製餃子 オリジン軒,茨城県水戸市大工町1-5-28 ,-,029-224-0783
モンペリエ 双葉台店（Montpellier）,茨城県水戸市双葉台4-648 ヨークベニマル双葉台店内,-,029-255-2525
さくら亭,茨城県水戸市五軒町1-1-4 ,-,029-233-1878
チャイニーズダイニングＫＯＵＳＡＩ（チャイニーズダイニングコウサイ）,茨城県水戸市三の丸2-1-1 三の丸ホテル　Ｂ１Ｆ,-,029-221-3011
居酒屋 樽平,茨城県水戸市中丸町610-7 ,-,029-252-9898
茨城メディカルセンター,茨城県水戸市笠原町489 1F,-,-
サーティワンアイスクリーム 水戸エクセル店,茨城県水戸市宮町1-1-1 水戸駅ビル エクセル 2F,-,-
味家来,茨城県水戸市見和2-191-1 ,-,不明の為情報お待ちしております
ハチハチ（88）,茨城県水戸市中央1-3-32 水戸小町St.,-,029-350-7776
no.te cafe（ノテ カフェ）,茨城県水戸市河和田町4323-6 ,-,不明の為情報お待ちしております
セブンイレブン 水戸東前町,茨城県水戸市東前町上の下1389 ,-,029-269-6226
COCOdesu,茨城県水戸市本町2-3-32 ,-,029-226-1919
カシモン（マドレーヌ専門店カシモン）,茨城県水戸市鯉淵町4888 ,-,不明の為情報お待ちしております
グラン・シェフ,茨城県水戸市中央1丁目3-3 ,-,029-224-8922
花村,茨城県水戸市宮町2-4-7 ,-,029-221-3614
大忠,茨城県水戸市五軒町1-1-25 ,-,不明の為情報お待ちしております
小僧寿し けやき台店,茨城県水戸市けやき台3-38 ,-,029-248-0340
BAKERY YAMAKI 元吉田店（ベーカリー ヤマキ）,茨城県水戸市元吉田町1633-6 ,-,029-306-6888
気まま酒造場 二代目 田兵衛,茨城県水戸市宮町2-2-31 三友ビル B1F,-,029-231-6112
T.Ietsune（ティー.イエツネ）,茨城県水戸市五軒町1-1-4 ,-,029-297-1444
かねこ,茨城県水戸市新荘3-4-37 ,-,029-221-8588
おんだ,茨城県水戸市大工町1-6-16 ,-,029-226-8888
Canele et. Couronne（カヌレ と コロネ）,茨城県水戸市五軒町3-1-7 ,-,不明の為情報お待ちしております
メロウ 駅南店（Mellow）,茨城県水戸市城南1-3-27 小祝ビル B2F,-,029-297-8805
メリーチョコレート 京成百貨店,茨城県水戸市泉町1-6-1 京成百貨店 B1F,-,029-231-1111
いま泉 水戸店（本格手作りキムチ　いま泉）,茨城県水戸市河和田町2896-12 ,-,029-309-0577
麺屋酒家・吟（ギン）,茨城県水戸市平須町1820-54 ,-,029-291-3835
Cafe Restaurant Bar Super City（スーパーシティ）,茨城県水戸市城南1-4-8 柏木ビル,-,不明の為情報お待ちしております
らぁ麺 CAMELEON（カメレオン）,茨城県水戸市大工町2-3-30 ,-,不明の為情報お待ちしております
nanacafe（ナナカフェ）,茨城県水戸市吉沢町697-2 ,-,029-248-9180
DownTown Cafe & Bar（ダウンタウンカフェアンドバー）,茨城県水戸市三の丸1-4-8 ,-,不明の為情報お待ちしております
ファミリーマート 茨城水戸駅前店,茨城県水戸市宮町1-7-33 ,-,029-303-0312
焼肉 焼海鮮酒場 平野家,茨城県水戸市三の丸1-4-8 中井ビル 1F,-,090-3407-4726
notari bake（ノタリ ベイク）,茨城県水戸市天王町9-23 ,-,029-303-8381
K-ぽちゃ 双葉台本店（ケイ-ぽちゃ）,茨城県水戸市双葉台4-596-4 ,-,不明の為情報お待ちしております
たんぽぽの唄,茨城県水戸市酒門町4568-14 ,-,029-248-5028
アジアンフード旨い屋 サワンヴァントゥン,茨城県東茨城郡茨城町大戸4196-2 ,-,090-6502-1788
シフォンケーキラボリアン（Lab Lian）,茨城県水戸市鯉淵町1852-2 ,-,090-3243-4367
船橋屋 水戸京成店,茨城県水戸市泉町1-6-1 京成百貨店 B1F,-,029-231-1111
とんかつ 豚しゃぶしゃぶ 梅里,茨城県水戸市大工町1-6-7 ,-,029-306-7852
LAWSON 水戸文化センター入口（ローソン）,茨城県水戸市中央2-4-12 ,-,029-231-5588
小林果樹園,茨城県水戸市加倉井町1250-5 ,-,0292-51-8472
DEFI 見川店（デフィ）,茨城県水戸市見川町2131-87 ,-,029-350-8785
LAWSON 茨城町上石崎（ローソン）,茨城県東茨城郡茨城町大字上石崎144-1 ,-,029-303-7388
ペルー料理＆そば わんかよ,茨城県水戸市河和田1-1653-20 ,-,029-297-2240
FOOD BAR 44,茨城県水戸市大工町1-5-9 トーヨコビル 1F,-,090-4238-0044
卵DE酒場,茨城県水戸市栄町1-11-10 ,-,不明の為情報お待ちしております
牧ノ原 水戸南店,茨城県東茨城郡茨城町大字長岡3480-101 イオンタウン水戸南 フードスクエアカスミ内,-,029-219-0039
ファミリーマート 水戸元吉田西店,茨城県水戸市元吉田町258-1 ,-,029-240-1080
大学ボウル 水戸店,茨城県水戸市元吉田町1059-3 ,-,029-248-3551
セブンイレブン 水戸白梅4丁目店（SEVEN ELEVEN）,茨城県水戸市白梅4-1-30 ,-,029-227-7977
焼きたてクロワッサンの店,茨城県水戸市東赤塚2098-3 ,-,080-7415-8484
レニエ・ワインハウス,茨城県水戸市千波町770-11 ,-,029-244-0878
豆処 但馬屋,茨城県水戸市泉町1-7 水戸市新市民会館 1F,-,029-221-3852
みまつアネックス（MIMATSU-ANNEX）,茨城県水戸市宮町3-2-14 ,-,029-231-8110
胡桃の木,茨城県水戸市金町3-5-53 ,-,029-228-2244
勝栄食堂,茨城県水戸市見川町2131 ,-,029-241-5968
メロー（Mellow）,茨城県水戸市南町1-4-16 ,-,029-221-1840
魚兼（ウオカネ）,茨城県水戸市浜田2-2-21 ,-,029-221-3516
ミルスタ（milsta）,茨城県水戸市宮町1-1-1 水戸駅ビル エクセル 2F,-,029-225-0369
