店名,住所,電話番号,予約・お問い合わせ
万松 福島競馬場店,福島県福島市松浪町9-23 福島競馬場 3F,-,024-534-2121
馬上かまぼこ S-PAL福島店,福島県福島市栄町1-1 エスパル福島 1F,-,不明の為情報お待ちしております
パンドラ,福島県福島市陣場町7-34 ,-,024-521-2799
ほりえや旅館,福島県福島市飯坂町字湯沢21 ,-,024-542-2702
Moviedom（ムビダム）,福島県福島市五月町2-2 タチバナビル 1F,-,不明の為情報お待ちしております
大衆酒場 福島ワタル,福島県福島市福島市栄町7-31 KYBビル 1F,-,024-572-6717
まねきねこ 福島西中央店,福島県福島市西中央5-33-1 ,-,024-525-2206
大阪お好み焼き 粉まる,福島県福島市置賜町8-8 パセナカmisse 2F,-,090-9429-0570
街中つるかめ食堂,福島県福島市大町1-20 セントラルマンション 1F,-,不明の為情報お待ちしております
カワチ薬品 福島東店,福島県福島市高野河原下16-2 ,-,024-531-1145
お菓子のそよか,福島県福島市西中央4-15-4 ,-,024-533-5577
松島屋旅舘,福島県福島市飯坂町湯野字切湯ノ上14 ,-,024-542-3155
居酒屋しばちゃん,福島県福島市置賜町4-26 ,-,024-521-0718
新町ダイニング,福島県福島市新町1-11 ,-,024-523-3503
升冨 しのぶ野,福島県福島市御山字転石6-1 ,-,不明の為情報お待ちしております
市松,福島県福島市陣場町8-2 ,-,不明の為情報お待ちしております
ほっともっと 福島八木田店,福島県福島市八木田字並柳129-1 ,-,024-544-6225
薫子,福島県福島市陣場町7-1 ,-,不明の為情報お待ちしております
居酒屋情華,福島県福島市宮代宝田前1-19 ,-,024-553-7459
東横INN 福島駅西口（イン）,福島県福島市三河南町4-4 ,-,024-534-1045
ヨークベニマル 南福島店,福島県福島市黒岩字田部屋40 ,-,024-545-1171
角屋そうすけ S-PAL福島店,福島県福島市栄町1-1 S-PAL福島 1F,-,024-526-0890
イオンシネマ 福島,福島県福島市曽根田町1-18 MAXふくしま 5F,-,024-533-0740
牛角食べ放題専門店 福島西店,福島県福島市南中央2-29-1 ,-,024-573-7829
ファースト キー,福島県福島市置賜町4-24 ,-,不明の為情報お待ちしております
みやぎ,福島県福島市飯坂町若葉町19 ,-,024-542-7514
のみくい だいじょうぶ,福島県福島市新町1-22 ,-,090-2024-7180
大作玉子屋,福島県福島市飯坂町字笠松27-24 ,-,024-542-4472
NewDays 福島西口,福島県福島市栄町1-1 2F 西口ラッチ外,-,024-526-2162
肴や キハチ（肴や KIHACHI）,福島県福島市栄町11-10 ,-,不明の為情報お待ちしております
レストラン Citta（チッタ）,福島県福島市置賜町2-17 スワロ-ビル 2F,-,050-5266-0757
セブンイレブン 福島五月町店（SEVEN ELEVEN）,福島県福島市五月町8-14 ,-,024-563-6011
ヘリコプスター,福島県福島市御山字検田48 ニュー信夫ハイツ B1F,-,090-7522-9487
おにぎりfastfood むすびや 鎌田店,福島県福島市鎌田一里塚5-22 ,-,024-572-6678
暦ごはんとお茶 bien,福島県福島市森合字後口5-25 ,-,080-5482-0130
串酒場 呑楽里,福島県福島市置賜町7-2 ,-,024-572-6530
RF1 エスパル福島店（アールエフワン）,福島県福島市栄町1-1 S-PAL福島店 1F,-,024-524-2711
酒と肴 かとう,福島県福島市渡利字番匠町3-1 ,-,024-563-4210
関係さかば 福の口,福島県福島市陣場町3-23 ナナカマド 1F,-,不明の為情報お待ちしております
カフェ＆ブックス  清学舎,福島県福島市上鳥渡字茨沢24-1 ,-,090-9740-2261
足湯カフェ まつぼっくり,福島県福島市飯坂町湯野字湯ノ上19 ,-,090-5841-0511
渡辺果樹園,福島県福島市宮代字2-18 ,-,024-553-0897
とんかつ&コーヒー カツ亭,福島県福島市上町4-25 福島テルサ 1F,-,024-573-7590
喜平食堂,福島県福島市北町3-38 ,-,-
LAWSON 福島北中央店（ローソン）,福島県福島市北中央3-1 ,-,024-536-6085
参番館,福島県福島市飯野町青木下字日ノ倉9-2 ,-,不明の為情報お待ちしております
ファミリーマート 福島飯坂温泉駅前店,福島県福島市飯坂町字十綱下34 ,-,024-541-2021
スチューデンツバー ジャム（students bar Jam）,福島県福島市陣場町8-3 ,-,-
むらまつ（【旧店名】モンキーポッド）,福島県福島市北五老内町7-26 ,-,024-573-5814
卸)福島焼肉センター,福島県福島市置賜町7-3 第一佐勝ビル 2F,-,024-521-3212
すが野,福島県福島市万世町5-41 ,-,不明の為情報お待ちしております
すずめのお宿,福島県福島市曾根田町1-18 ダイユーエイトマックス福島店内,-,不明の為情報お待ちしております
白松がモナカ本舗 福島エスパル店,福島県福島市栄町1-1 エスパル福島店,-,不明の為情報お待ちしております
足湯カフェ キャスバル（足湯Cafe Casval）,福島県福島市土湯温泉町杉の下20 ,-,024-563-1429
Bonheur（ボヌール）,福島県福島市東浜町6-23 ,-,090-7520-8378
焼鳥　達ちゃん（タッチャン）,福島県福島市南中央1丁目4 ,-,024-525-5567
ブレーントラスト,福島県福島市黒岩堂ノ後44 ,-,不明の為情報お待ちしております
もにわの湯,福島県福島市飯坂町茂庭清水字川原21-2 ,-,024-596-1811
天海の蔵 瀬上店,福島県福島市瀬上町字本町118 コスモビル 1F,-,024-573-4995
焼肉きんぐ 南福島店,福島県福島市鳥谷野扇田16-1 ,-,024-573-2274
ミンガス,福島県福島市大町1-7 ,-,024-522-5341
ぱんぴあ　さくま,福島県福島市西中央3丁目24-4 ,-,024-534-5272
コモレビカフェ,福島県福島市野田町3-11-11 ,-,不明の為情報お待ちしております
やきとり余市のいち,福島県福島市置賜町4-11 ,-,024-563-1129
きたのはな,福島県福島市大町2-23-2F ,-,024-521-0330
ちょこちゃん工房,福島県福島市町庭坂矢細工67-6 ,-,090-1374-0109
自家焙煎 コーヒーノキ,福島県福島市霞町8-21 ,-,080-2155-5937
よしだやかあちゃんの餅屋,福島県福島市大笹生俎板山40-3 ,-,090-5598-9891
ブルーバスケット（BlueBasket）,福島県福島市本内字舘50-3 ,-,080-6010-6205
ももがある,福島県福島市田沢字木曽内前6-8 ,-,024-547-3888
まるえ観光果樹園,福島県福島市大笹生字鬼越山3 ,-,024-558-0516
三万石 福島野田町店,福島県福島市野田町5-1-18 ,-,024-526-3553
ロッチァ（ROCCIA）,福島県福島市花園町7-11 ,-,024-536-8688
ホテル 向瀧 胡蝶,福島県福島市土湯温泉町字杉ノ下63 ,-,024-595-2121
モンペリエ ヨークベニマル 矢野目店,福島県福島市南矢野目菅原50-12 ,-,024-555-1149
らーめんひまわり亭,福島県福島市御山三本松55 ,-,-
レパコエッグファーム,福島県福島市町庭坂山ノ下47 ,-,0120-085-014
馬けい,福島県福島市新町3-25 ,-,024-521-2896
ニューふるさと,福島県福島市飯坂町馬場21-10 ,-,024-542-0412
JAふくしま未来農産物直売所 ここら矢野目店,福島県福島市北矢野目字原田東1-1 ,-,024-552-5881
割烹寿しかんだ,福島県福島市方木田永屋9-1 ,-,024-546-2661
BIN81（ビンハチイチ）,福島県福島市新町3-20 第8寿カルチャービル 1F,-,050-5266-0697
BARCA（バルサ）,福島県福島市置賜町7-3 第1佐勝ビル 5F,-,024-597-8333
GATO（ガトー）,福島県福島市鎌田一里塚5-22 ,-,024-572-6678
みっけ亭,福島県福島市土湯温泉町字堤ヶ平34-2 ,-,090-2363-5591
unit coffee stand（ユニット コーヒー スタンド）,福島県福島市森合字戸ノ内29-3 ,-,024-572-5006
迪,福島県福島市太田町23-56 ,-,不明の為情報お待ちしております
味処 こけし,福島県福島市太田町13-53 ホテル福島グリーンパレス　１F,-,024-533-1171
カワチ薬品 笹谷店,福島県福島市笹谷字中谷地11-1 ,-,024-557-5180
ユモリカフェ（YUMORI cafe）,福島県福島市土湯温泉町字堂ノ上7-1 ,-,不明の為情報お待ちしております
炉端焼き 火ぐら師,福島県福島市万世町1-34 ,-,080-2840-0088
cafe carrera（カフェ カレラ）,福島県福島市森合町23-1 ,-,024-573-4170
パン工房 ぴんぽんぱん,福島県福島市大森字下原田21-1 ,-,024-546-6418
食彩さかえる,福島県福島市万世町1-33 外川ビル 1F,-,024-563-5348
婆娑羅庵,福島県福島市上鳥渡字山王65-7 ,-,不明の為情報お待ちしております
たすパン,福島県福島市新浜町2-43 ,-,-
おでん屋 今泉,福島県福島市陣場町7-35 DATEMARUビル B1F,-,不明の為情報お待ちしております
セブンイレブン 福島成川店（SEVEN ELEVEN）,福島県福島市成川字西谷地13-1 ,-,024-546-1240
酒場 いち福,福島県福島市大町2-35 サトウビル 1F,-,024-572-3561
不動沢橋レストハウス,福島県福島市在庭坂  (磐梯吾妻スカイライン不動沢橋),-,090-2886-7760
鉄板や 誠,福島県福島市置賜町5-15 MT2ビル,-,024-573-9333
あさげん 本店,福島県福島市宮下町8-28 ,-,024-533-2066
日本酒Bar 香林,福島県福島市飯坂町字中ノ内24-3 摺上亭大鳥,-,024-542-4184
ロシナンテ 福島西店,福島県福島市八島田字勝口27-1 ,-,024-558-8888
アスティーチェ（ASTICE）,福島県福島市陣場町8-6 エルミタージュビル 2F,-,024-573-0406
水引工房・夢,福島県福島市早稲町3-17 ,-,024-522-9515
まごころ弁当 福島店,福島県福島市笹谷字下成出10-3 笹谷駅前コーポラス 10,-,不明の為情報お待ちしております
鳥かつ,福島県福島市笹谷出水田9-1 ,-,024-558-3435
カレーハウスジョイフル,福島県福島市松浪町9-23 福島競馬場 1F,-,024-534-2121
神田,福島県福島市大町3-10 ,-,024-525-8968
紺野果樹園,福島県福島市在庭坂五十須場35 ,-,024-591-3684
魚の北辰 福島パワーシティピボット店（サカナノホクシン）,福島県福島市栄町1-1 パワーシティピボット,-,024-531-6742
花乃湯,福島県福島市飯坂町湯野切湯ノ上32 ,-,不明の為情報お待ちしております
カワチ薬品 福島西店,福島県福島市泉字下鎌29-1 ,-,024-559-3511
アルタ 飯坂店,福島県福島市飯坂町銀杏2-7 ,-,024-543-1231
らったるった（Latta Lutta）,福島県福島市飯坂町湯野字湯ノ上29-4 ,-,024-573-9815
suzu 農家×レストラン,福島県福島市飯坂町十網下8-12 ,-,090-6682-5190
幸楽苑のからあげ家 競馬場前店,福島県福島市入江町26-1 幸楽苑競馬場前 駐車場,-,080-7008-4719
焼肉 佰式,福島県福島市置賜町6-17 KEIMARU6 ビル 1F,-,024-573-0990
ザ・ビッグ 福島大森店,福島県福島市大森字城ノ内35-1 ,-,024-544-1144
ラーメン豚喰,福島県福島市栄町12-9 あづま会館ビル 1F,-,不明の為情報お待ちしております
Bar くろねこ,福島県福島市置賜町4-29 ,-,非公開
わかな鮨,福島県福島市御山仲ノ町67-1 ,-,024-533-2973
おぐら茶屋,福島県福島市御倉町1-78 御倉邸庭園内,-,024-522-2390
向瀧別館　瀧の音,福島県福島市土湯温泉町字坂の上2 ,-,024-595-2121
塚田鶏肉店,福島県福島市飯坂町東堀切2 ,-,024-542-4604
栄屋菓子店,福島県福島市飯野町青木竹ノ内68-4 ,-,024-562-2078
たい夢 福島店,福島県福島市八島田字勝口27-1 いちい福島西店内,-,不明の為情報お待ちしております
チョアチキン 福島店（CHOACHICKEN）,福島県福島市北矢野目字窪田27-1 ,-,不明の為情報お待ちしております
POCHE,福島県福島市泉南谷地22-11 ,-,不明の為情報お待ちしております
福島 つるかめ食堂,福島県福島市永井川字壇ノ腰3-1 ,-,080-3142-5710
磯,福島県福島市大町9-9 ,-,不明の為情報お待ちしております
LAWSON 福島しのぶヶ丘店（ローソン）,福島県福島市南矢野目境田11-2 ,-,024-558-1300
HAVELI（ハヴェリー）,福島県福島市宮代宝田前1-19 ,-,024-572-4896
しらさか,福島県福島市置賜町8-27 ,-,024-521-1288
すし処玉鮨,福島県福島市森合中谷地9-34 ,-,024-559-1409
すし和（スシカズ）,福島県福島市泉字早稲田2-1 ,-,024-572-5521
サーティワンアイスクリーム イオン福島店,福島県福島市南矢野目字西荒田50-17 ,-,024-559-1631
ザ・ビッグ 鎌田店,福島県福島市鎌田字熊ノ前32-1 ,-,-
いし田,福島県福島市置賜町8-19 第1清水ビル1F,-,不明の為情報お待ちしております
セブンイレブン 松川駅前店（SEVEN ELEVEN）,福島県福島市松川町字中原13 ,-,-
みちのく観光果樹園,福島県福島市在庭坂字南林51-1 ,-,024-591-1503
茶屋かもしか庵 西店,福島県福島市飯坂中野字堰坂28 中野不動尊 ,-,-
ラ・セルヴァティカ（La Selvatica）,福島県福島市御山字遠背戸9-1 ,-,024-534-8139
茶房deダンケ（サボウデダンケ）,福島県福島市曽根田町1-18 MAXふくしま ３Ｆ,-,090-2981-9565
とんかつ宗次郎 渡利店,福島県福島市渡利字岩下1-1 ,-,024-529-6490
肉のオバタ,福島県福島市荒井字上新田下21-1 ,-,024-593-3263
月之瀬,福島県福島市穴原温泉北原7 ,-,024-542-1000
酒くれや こう野（シャクレヤコウノ）,福島県福島市置賜町8-19 清水第1ビル 1F,-,024-502-7146
2代目 餃子酒場笑福,福島県福島市置賜町6-1 ,-,050-5266-1031
しゃぶしゃぶ 春夏秋冬,福島県福島市置賜町5-12 ミナモトビル 1F,-,024-573-9964
居酒屋 けやき,福島県福島市飯坂町釜場10 ,-,024-542-5518
Restaurant NAGOMI 福島西インター店（ナゴミ）,福島県福島市成川字上谷地79-1 ,-,050-5211-5815
快活クラブ 福島北店（カイカツクラブ）,福島県福島市本内北町裏6 ,-,024-552-6588
ハットリ（HATTORI）,福島県福島市飯坂町字東堀切11 ,-,024-542-3737
美食倶楽部 萩（はぎ）,福島県福島市置賜町7-3 第1佐藤ビル5F,-,不明の為情報お待ちしております
カミヤファクトリー,福島県福島市万世町5-6 第三清水ビル 2F,-,090-9397-2923
とり市,福島県福島市仲間町9-30 ,-,024-521-1718
momcafe（マムカフェ）,福島県福島市栄町11-25 AXCビル 1F,-,024-563-5582
ヤクルト福島工場 試飲会場,福島県福島市黒岩遠沖10-1 ,-,024-546-8960
琥珀,福島県福島市黒岩素利町3 ,-,024-546-0478
ピザーラ 福島中央店（PIZZA-LA）,福島県福島市浜田町4-16 ,-,024-531-6300
津軽麦酒,福島県福島市新町4-32 丸石ビル 1F,-,090-1939-9287
メルヘンチックパーティー,福島県福島市飯坂町十網町1-4 ,-,024-597-6969
お食事 喫茶 お弁当 松月庵,福島県福島市仲間町4-8 ,-,不明の為情報お待ちしております
イチヤ（ICHIYA）,福島県福島市万世町5-41 ,-,024-522-7626
かいじゅうたちの森,福島県福島市太平寺過吹3 みゅぴあ福島,-,024-502-8963
心笑（ココロエ）,福島県福島市新町2-29 金源ビル 1F,-,不明の為情報お待ちしております
華の膳,福島県福島市万世町1-29 第6清水ビル 1F,-,不明の為情報お待ちしております
ツーデイズ（Two days）,福島県福島市松浪町9-23 福島競馬場,-,024-534-2121
ぼけ,福島県福島市万世町5-2 ,-,024-523-3774
遥,福島県福島市置賜町7-5 ,-,024-522-0796
オステリア フェリチタ（Osteria Felicita）,福島県福島市置賜町8-8 パセナカミッセ 2F,-,不明の為情報お待ちしております
カインズホーム 方木田店,福島県福島市方木田字水持代5-1 ,-,024-546-6000
アケボノ バラック（AKEBONO BARRACK）,福島県福島市置賜町8-38 ,-,024-529-7122
我夢者（ガムシャ）,福島県福島市万世町1-29 第6清水ビル 1F,-,024-573-0557
海鮮・ステーキ味里（MISATO）,福島県福島市泉字道下16-23 ,-,024-559-4202
花乃助,福島県福島市置賜町6-1 ,-,080-8053-7606
県庁売店,福島県福島市杉妻町2-16 福島県庁 西館 B1F,-,024-522-0565
冒険者 南福島店,福島県福島市永井川字壇ノ腰3-1 南福島テナントビル 1F,-,090-2606-7177
庭の千草（にわのちぐさ）,福島県福島市佐原字後関20-1 ,-,不明の為情報お待ちしております
創作ダイニング ku楽ri,福島県福島市置賜町7-2 2F,-,不明の為情報お待ちしております
コープマート 方木田店,福島県福島市大森字北島20-1 ,-,024-546-4191
Cortile（コルティーレ）,福島県福島市渡利高倉57-2 ,-,024-597-6997
ひまわりパン&クッキー,福島県福島市桜木町11-16 ,-,024-533-3421
セブンイレブン 福島大附属小前店,福島県福島市宮下町15-20 ,-,024-525-0711
ひさ乃,福島県福島市陣場町8-30 ,-,不明の為情報お待ちしております
鳥ぎん,福島県福島市栄町7-16 ,-,024-522-1214
一柳閣（イチリュウカク）,福島県福島市飯坂町字中原2 ,-,024-542-4266
焼肉ハウスますや,福島県福島市太田町15-16 2F,-,024-534-5379
Kuru☆Kuru 福島店（クルクル）,福島県福島市置賜町8-8 パセナカMisse 1F,-,090-7062-8456
ハシドラッグ 福島市 北店,福島県福島市笹谷字片目清水30-4 ,-,024-555-3838
つばさパン工房 ぎんのふえ 南矢野目店,福島県福島市南矢野目字桜内前6-9 ,-,024-557-2804
日本一 エスパル福島店,福島県福島市栄町1-1 エスパル福島店 1F,-,024-525-8931
セブンイレブン 福島上名倉店,福島県福島市上名倉字榎19-1 ,-,024-572-3359
ドミノピザ イオン福島店（Domino's）,福島県福島市南矢野目字西荒田50-17 ,-,024-555-0333
亜細亜割烹 蓮月 福島店,福島県福島市置賜町7-3 日新ビル 103,-,024-573-9396
菱屋菓子舗,福島県福島市飯野町字町98 ,-,024-562-3127
at home dining Ajito（アットホームダイニング アジト）,福島県福島市万世町1-38 イチバンビルB1,-,024-521-8563
ヤマザキショップ 済生会福島総合病院店,福島県福島市大森字下原田25 済生会 福島病院,-,不明の為情報お待ちしております
食福楼,福島県福島市新町1-19 ,-,不明の為情報お待ちしております
南国ダイニング トゥクトゥク（TUKTUK）,福島県福島市置賜町7-5 アドニード121ビル 1F,-,070-5627-0028
福麺 春美,福島県福島市置賜町8-19 第1清水ビル 1F,-,-
一献一菜 花のれん,福島県福島市置賜町4-26 グリーンタウン置賜町 1F,-,不明の為情報お待ちしております
茂庭ふるさと館,福島県福島市飯坂町茂庭清水字川原21-2 ,-,024-571-7701
MINORIE（ミノリエ）,福島県福島市野田町6-194-8 ,-,024-525-2222
馳走ほんま,福島県福島市新町3-20 ,-,024-521-3310
やきとり 余市 万世町店,福島県福島市万世町1-38 ,-,024-523-1771
アマンダンアイル,福島県福島市野田町6-3-37 ,-,024-573-9810
旅館 ニュー扇屋,福島県福島市土湯温泉町字下ノ町18 ,-,024-595-2014
流れる研究所,福島県福島市森合台13-9 ,-,不明の為情報お待ちしております
ニュー木村屋 花見山本店,福島県福島市渡利字岩崎町63-1 ,-,024-522-2688
こだわりや本舗（こだわりや本舗直営店）,福島県福島市渡利字渡利町9-5 ,-,不明の為情報お待ちしております
カワチ薬品 鎌田店,福島県福島市鎌田字舟戸9-8 ,-,024-554-0115
清野屋菓子舗,福島県福島市新浜町7-30 ,-,024-534-5360
ゆず庵 福島泉店,福島県福島市南沢又字中琵琶渕25 ,-,050-3134-3790
佐藤の和菓子,福島県福島市五月町5-13 ,-,024-522-5962
焼き鳥職人 炭 福島本店,福島県福島市栄町11-25 AXC B1F,-,080-4635-1980
ファミリーマート 吾妻ＰＡ上り店（FamilyMart）,福島県福島市上野寺字和喜3 ,-,024-526-1771
ファミリーマート タウン蓬莱店,福島県福島市蓬莱町2-2-104 ,-,024-547-2062
万里（ばんり）,福島県福島市太田町13-73 福島ビューホテル西館　B1F,-,024-531-1111
B&E（ビー&イー）,福島県福島市黒岩浜井場16-1 ,-,024-563-1571
肴や 久代（【旧店名】浜焼太郎）,福島県福島市野田町1-10-36 ,-,不明の為情報お待ちしております
ミス ムーン カフェ（Miss Moon Cafe）,福島県福島市栄町10-4 ,-,090-3644-0287
菱沼農園,福島県福島市飯坂町湯野字窪田8 ,-,024-542-5015
まるみ食堂,福島県福島市北沢又成出16-1 ,-,024-557-0751
マロン洋菓子店,福島県福島市松山町119 ,-,024-535-2215
ぽーぽい食堂,福島県福島市栄町12-9 あづま会館ビル 1F,-,不明の為情報お待ちしております
晴美屋菓子店（ハルミヤカシテン）,福島県伊達郡国見町藤田中沢一4 ,-,024-585-2715
デイブズダイナー（Dave's Diner）,福島県福島市上町2-13 ,-,070-1140-3737
パン工房 ぎんのふえ 八木田店,福島県福島市八木田字並柳41-3 父の夢 1F,-,024-545-8058
やわらかからあげ 味工房 丸子店,福島県福島市丸子町裏6-4 ,-,024-553-9033
福島リッチホテル 福島東口駅前,福島県福島市栄町2-36 ,-,不明の為情報お待ちしております
おけさ寿司（オケサズシ）,福島県福島市陣場町9-38 ,-,024-572-5568
