店名,住所,電話番号,予約・お問い合わせ
ガジロー,栃木県宇都宮市大塚町12-24 ,-,-
和ふう亭（わふうてい）,栃木県宇都宮市城南1-1-4 ,-,-
アクア・イン・ボッカ（Acqua in Bocca）,栃木県宇都宮市中戸祭1-12-22 ,-,028-624-9766
ラーメンねぎっこ 競輪場通り店,栃木県宇都宮市今泉町320 ,-,028-622-3353
らぁめん 篠﨑,栃木県宇都宮市東宿郷5-3-7 チサンマンション東宿郷 1F,-,028-638-1311
星乃珈琲店 宇都宮若松原店,栃木県宇都宮市北若松原2-11-34 ,-,028-612-3509
みやの華（【旧店名】麺酒家 こころ）,栃木県宇都宮市駅前通り3-5-19 ,-,028-649-9055
つくし,栃木県宇都宮市下金井町663-2 ,-,028-612-5546
麺屋 祥元 宇都宮店,栃木県宇都宮市西川田町47-1 ,-,-
ハートベリー,栃木県宇都宮市西川田南1-4-19 ,-,028-645-6225
濃厚豚骨ラーメン だるま一家 宇都宮分店,栃木県宇都宮市駅前通り3-5-16 ,-,-
御菓子司　桝金 宇都宮パセオ店,栃木県宇都宮市川向町1-23 宇都宮駅ビルパセオ,-,028-627-8425
ベーグルマシュモ（Bagel　Mashumo）,栃木県宇都宮市氷室町1036-1 ,-,028-623-1461
チーズガーデン とちぎグランマルシェ店,栃木県宇都宮市川向町1-23 ＪＲ宇都宮駅ビルパセオ　とちぎグランマルシェ 2F,-,028-627-8439
ISLAND STONE COFFEE ROASTERS 宮みらい店（アイランド ストーン コーヒー ロースターズ）,栃木県宇都宮市宮みらい1-1 ウツノミヤテラス 2F,-,-
やきそば きたむら屋,栃木県宇都宮市元今泉5-7-2 ,-,028-660-0567
ＪＧＭ宇都宮ゴルフクラブコースレストラン（【旧店名】宇都宮ロイヤルゴルフ倶楽部レストラン）,栃木県宇都宮市横山町1304 ,-,028-665-8080
プチ・トマト,栃木県宇都宮市平出町354-1 ,-,-
かみやま,栃木県宇都宮市元今泉7-1-5 ,-,028-663-2374
喜多方ラーメン 坂内 宇都宮店,栃木県宇都宮市北若松原1-16-13 ,-,-
来らっせ 本店（きらっせ）,栃木県宇都宮市馬場通り2-3-12 MEGAドン・キホーテ ラパーク宇都宮店 B1F,-,-
焼きそば★ばそき家×チャーハン★岩手屋 上戸祭店,栃木県宇都宮市上戸祭町3031-3 あぜみち,-,不明の為情報お待ちしております
山岡家  テクノポリスセンター店,栃木県宇都宮市野高谷町796 ,-,-
はま寿司 宇都宮中戸祭店,栃木県宇都宮市中戸祭町828番17号 ,-,-
入母家（IRIMOYA）,栃木県宇都宮市本町8-13 ,-,028-643-9339
とんかつ　あじでん,栃木県宇都宮市下戸祭2-20-6 ,-,028-625-2939
ミスタードーナツ ベルモール宇都宮ショップ（mister Donut）,栃木県宇都宮市陽東6-2-1 ベルモール,-,028-689-7322
スシロー 鶴田店,栃木県宇都宮市鶴田町938-1 ,-,028-649-1588
ココス 宇都宮上戸祭店,栃木県宇都宮市上戸祭町335-1 ,-,028-600-5601
ジョリーパスタ 宇都宮平松本町店（Jolly Pasta）,栃木県宇都宮市平松2-7-26 ,-,-
ステーキ宮 鶴田店,栃木県宇都宮市鶴田町字前畑228-10 ,-,-
チック ベーグル（chick bagel）,栃木県宇都宮市上戸祭2-3-10 1F,-,028-623-5010
栃木家（とちぎや）,栃木県宇都宮市宿郷5-28-11 ,-,-
Cafe ink Blue（カフェ インク ブルー）,栃木県宇都宮市江野町9-8 ,-,-
大衆酒場 キミドリ,栃木県宇都宮市駅前通り1-5-5 1F,-,028-612-4239
パティスリーシエクル（Patisserie Siecle）,栃木県宇都宮市東宝木町9-20 レジデンス東宝木 1F,-,不明の為情報お待ちしております
ZIG（ジグ）,栃木県宇都宮市中央2-1-2 ,-,028-678-4429
幸楽苑 鶴田店,栃木県宇都宮市鶴田町1419-1 ,-,-
グゥ,栃木県宇都宮市末広2-13-2 ,-,028-612-7664
居酒屋 仲ちゃん（いざかや なかちゃん）,栃木県宇都宮市陽東1-3-16 ,-,028-662-7189
京遊膳かが田,栃木県宇都宮市上戸祭町63-1 ,-,028-621-5182
銀座コケコッコ,栃木県宇都宮市池上町4-18 ,-,028-634-6011
剣菱,栃木県宇都宮市東宿郷1-6-8 ,-,090-1032-0869
康楽 2号店,栃木県宇都宮市上大曽町489-5 ,-,028-666-4878
カレーハウス ミニ・ボルツ,栃木県宇都宮市池上町2-15 ,-,028-634-4558
meet（ミート）,栃木県宇都宮市下栗町1-20-9 ,-,028-689-9601
れすとらん四六時中 アピタ宇都宮店,栃木県宇都宮市江曽島本町22-7 アピタ宇都宮店 1F,-,-
和食 登夢（トウム）,栃木県宇都宮市上欠町1103-1 ,-,028-612-1987
宇都宮餃子 さつき  徳次郎店,栃木県宇都宮市徳次郎町190-4 ,-,028-688-0106
ラ トゥール（la Tour）,栃木県宇都宮市駅前通り3-1-1 ,-,028-680-4641
宇都宮スパ屋,栃木県宇都宮市下岡本町4547-12 ,-,028-673-5081
八寸庵 花子（はちすあん はなこ）,栃木県宇都宮市東塙田1-13-14 ,-,028-643-2535
御食事処 うおえい（おしょくじどころ・うおえい）,栃木県宇都宮市田下町815-7 ,-,028-652-2621
フルーツダイニングパレット 宇都宮下戸祭店（8010 ）,栃木県宇都宮市下戸祭2-18-1 ,-,-
麺や しみず,栃木県宇都宮市西刑部町2740-10 ,-,-
正嗣 駒生店,栃木県宇都宮市駒生町1301-1 ,-,-
ホスタリア コフジ,栃木県宇都宮市御幸ヶ原68-32 林ハイツ1,-,028-612-8434
一八(ARAKAWA）（【旧店名】荒川）,栃木県宇都宮市江野町3-3 ,-,028-632-6101
宇都宮焼きそば伊藤商店,栃木県宇都宮市鶴田町1511-7 ,-,028-678-6902
ラーメンの寳龍 簗瀬店,栃木県宇都宮市簗瀬町2388 ,-,028-638-8686
米菓工房 和,栃木県宇都宮市宝木本町2051-2 ,-,028-665-2614
アフタヌーンティー・ティールーム  宇都宮東武,栃木県宇都宮市宮園町5-4 東武百貨店宇都宮店 2F,-,-
宇都宮カンツリークラブ,栃木県宇都宮市上戸祭町3100 ,-,028-624-7221
Bisteria Meli-Melo（ビステリア メリメロ）,栃木県宇都宮市西川田本町2-14-11 ,-,028-659-7120
五感で楽しむ 日本料理花ゆず,栃木県宇都宮市南一の沢町2-34 ,-,028-632-3138
LIEN CHAYA（リアン茶屋）,栃木県宇都宮市西原町195-2 ,-,028-678-5920
みよしや 赤門通り店,栃木県宇都宮市塙田3-5-24 ,-,028-625-3448
マツガミネコーヒービルヂング（matsugamine COFFEE BUILDING）,栃木県宇都宮市松が峰2-8-3 ,-,028-634-5202
吉野家 宇都宮南店,栃木県宇都宮市西川田町963-6 ,-,028-684-1360
おさけおにく 呼馬力（オサケオニク コバリキ）,栃木県宇都宮市江野町2-15 近江園ビル 1F,-,028-678-9993
まさみ食堂,栃木県宇都宮市池上町3-7 ,-,-
そば処 山本そば,栃木県宇都宮市西原1-4-24 ,-,028-634-7730
YOMO（ヨモ）,栃木県河内郡上三川町多功860-9 ,-,0285-53-1720
きらく 伝馬町店,栃木県宇都宮市伝馬町4-2 ,-,028-634-6588
ラーメン クマジロウ,栃木県宇都宮市峰3-31-28 ,-,-
日光スパ屋（【旧店名】すぱ屋パート2）,栃木県宇都宮市石那田町456-2 ,-,028-669-2651
ラーメン O,栃木県宇都宮市宝木町1-22-6 安納マンション 1F,-,-
むーちゃんラーメン,栃木県宇都宮市鐺山町2037-1 ,-,-
かつ盛 本店（かつせい）,栃木県宇都宮市下平出町2370-1 ,-,028-683-3100
中華ハウス味門,栃木県宇都宮市西一の沢町15-33 ,-,028-648-0591
山本さん家（やまもとさんち）,栃木県宇都宮市宿郷5-18-1 ,-,-
泉屋,栃木県宇都宮市御幸ケ原町85 ,-,028-662-6121
韓国料理 ハノク,栃木県宇都宮市不動前3-1-22 1F,-,028-612-1377
RoySe Cafe（ロイス カフェ）,栃木県宇都宮市上戸祭町55-11 ,-,028-689-8063
美好屋,栃木県宇都宮市曲師町3-13 ,-,028-634-7353
オーベルジュ オトワ,栃木県宇都宮市宮みらい1-1 宇都宮テラス 2F,-,028-666-7701
はなまるうどん 宇都宮西原店,栃木県宇都宮市西原3-3 ,-,-
油そばの鉄人 東武宇都宮駅前店,栃木県宇都宮市池上町4-22 吉澤ビル 1F,-,-
くるまやラーメン 栃木石橋店,栃木県下野市下古山365-1 ,-,-
とんかつ合掌,栃木県下野市下石橋134-1 ,-,0285-52-2210
らぁ麺 昌,栃木県宇都宮市氷室町1737-37 ,-,-
麦工房 くるみの木,栃木県宇都宮市陽東5-23-23 ,-,-
ミスタードーナツ アピタ宇都宮ショップ（mister Donut）,栃木県宇都宮市江曽島本町22-7 アピタ宇都宮店 1F,-,028-684-2171
中華料理 春菜 宇都宮店,栃木県宇都宮市陽東6-2-1 ベルモール2F,-,028-680-6208
友雅亭,栃木県宇都宮市陽東8-15-41 ,-,028-661-8929
みやこ食堂,栃木県宇都宮市石井町3373-3 ,-,-
豚幸,栃木県宇都宮市馬場通り2-3-16 ,-,028-636-2017
CoCo壱番屋 宇都宮西原店（ココイチバンヤ）,栃木県宇都宮市西原町550-3 ,-,028-684-1758
アウグスタ（August）,栃木県宇都宮市下戸祭2-9-1 高木コーポ 1F,-,028-612-4429
マスヤ（MASUYA）,栃木県宇都宮市宮の内4-219 ,-,028-653-0515
サンマルタン,栃木県宇都宮市中今泉5-27-3 ,-,028-663-0053
オムマリス,栃木県宇都宮市下戸祭2-9-1 ,-,028-643-0601
串天ぷら居酒屋 ゆるり,栃木県宇都宮市馬場通り3-3-6 ,-,028-632-3099
洋食 ミジョテ,栃木県宇都宮市吉野2-1-6 パルネット藤田101,-,028-666-8533
華乃庄（ハナノショウ）,栃木県宇都宮市二荒町1-6 宇都宮屋台横丁,-,080-6521-9013
カフェアウル（Cafe Owl）,栃木県宇都宮市中央2-7-8 SSビル 2F,-,028-612-8290
やきとり大ちゃん,栃木県宇都宮市雀の宮1-17-15 ,-,028-655-1414
ゆうき庵,栃木県宇都宮市江曽島本町10-5 ,-,-
呑鳥,栃木県宇都宮市駅前通り2-1-8 ,-,028-610-7711
ペッパーランチ 宇都宮バンバ通り店,栃木県宇都宮市馬場通り2-3-12 MEGAドン・キホーテ宇都宮店 1F,-,-
ねぎっこ  下川俣店,栃木県宇都宮市下川俣268-1 ,-,-
吉沢パン（ヨシザワパン）,栃木県宇都宮市泉が丘1-2-2 ,-,0120-44-3830
平塚ラーメン 二代目,栃木県宇都宮市南町13-3 ,-,-
HACHINOJO food・wine（ハチノ・ジョー・フード・ワイン）,栃木県宇都宮市簗瀬町1785-17 ,-,028-638-9235
オステリア・アンジョウ（Osteria Anjo/オステリア・アンジョー）,栃木県宇都宮市元今泉5-5-5 ,-,028-660-2000
料理屋 喜饗（ききょう）,栃木県宇都宮市今泉2-1-10 ,-,028-650-3371
ダイニング蔵　おしゃらく,栃木県宇都宮市宮園町8-9 ,-,028-638-0409
Restaurant Kakurai（レストラン カクライ）,栃木県宇都宮市北一の沢町4-10 ジュネスガーデン 1F,-,028-622-5333
築地銀だこ 宇都宮駅ビルパセオ店,栃木県宇都宮市川向町1-23 宇都宮駅ビルパセオ,-,028-627-8411
肉飯屋,栃木県宇都宮市中央本町1-10 ,-,-
マツパン,栃木県宇都宮市平松本町349-2 ,-,-
ごとくっ!,栃木県宇都宮市曲師町3-13 ,-,028-680-7005
ジパング軒 宇都宮駒生店,栃木県宇都宮市駒生町834 ,-,-
小閣樓,栃木県宇都宮市宝木本町1140 ,-,-
梅月堂 本店,栃木県宇都宮市池上町2-8 ,-,028-633-5288
自家製麺 オオモリ製作所,栃木県宇都宮市峰4-23-14 ,-,-
ジェラテリア ヴィヴォ（GELATERIA Vivo）,栃木県宇都宮市下戸祭2-1-11 ,-,-
コーヒー・ルンバ,栃木県宇都宮市中岡本町3023-18 ,-,028-671-3003
手打ち蕎麦 ゆうり庵,栃木県宇都宮市陽東2-4-4 ,-,-
さかい珈琲 宇都宮ゆいの杜店,栃木県宇都宮市野高谷町429-5 ,-,028-678-2312
BECK'S COFFEE SHOP 宇都宮店（ベックス コーヒーショップ）,栃木県宇都宮市川向町1-23 JR東日本宇都宮駅,-,-
オリオン餃子 宇都宮駅東店,栃木県宇都宮市東宿郷2-4-1 マイステイズホテル1F,-,028-612-8078
はんなり,栃木県宇都宮市本町7-11 ,-,028-625-2200
飯城園,栃木県宇都宮市今泉町2537 ,-,028-662-6263
麺処 暁商店 宇都宮店,栃木県宇都宮市中央2-3-17 ,-,-
スリランカ レストラン コロンボ（Sri Lanka Restaurant COLONBO）,栃木県宇都宮市東宿郷2-17-6 ,-,028-678-2400
カフェテラス ライオン,栃木県宇都宮市山本3-13-13 ,-,028-624-5296
ケンゾーサン（KENZO SUN）,栃木県宇都宮市清原台4-1-7 ,-,028-667-2278
ナチュラルベーカリー　パン工房　くりいむ,栃木県宇都宮市元今泉2-25-16 ,-,028-632-6355
麺屋 さくら,栃木県宇都宮市簗瀬町1593-1 ,-,-
パゴダ（pagoda）,栃木県宇都宮市平松本町242 ,-,028-639-1103
つけ麺らーめん春樹 トナリエ宇都宮店,栃木県宇都宮市駅前通り1-4-6 トナリエ宇都宮 1F,028-678-8899,050-5600-0363
獅子王（鳥福精肉店）,栃木県宇都宮市今泉4丁目15-19 ,-,028-621-0737
江戸一寿司,栃木県宇都宮市下戸祭2-7-9 ,-,028-622-5725
喜連川早乙女温泉,栃木県さくら市早乙女2114 ,-,028-686-4126
カレーショップ フジ,栃木県宇都宮市江野町1-8 ,-,-
実生（みしょう）,栃木県宇都宮市池上町3-4 ,-,不明の為情報お待ちしております
釜揚げうどん　笙家,栃木県宇都宮市中里町677-19 ,-,-
こむさし,栃木県宇都宮市宿郷5-2-1 成和ビル 1Ｆ,-,-
旬菜うちごはん 菜々家 鶴田店,栃木県宇都宮市鶴田町字東原720-1 ,-,-
麺や 髭おやじ,栃木県宇都宮市東宿郷6丁目7-14 ,-,028-634-3535
那珂川寿司,栃木県河内郡上三川町4972 ,-,0285-56-3678
コロンビア,栃木県宇都宮市西1-3-3 ,-,-
ばんり,栃木県宇都宮市下栗町2330-1 ,-,028-636-1909
シュシュ（ChouChou）,栃木県宇都宮市江野町2-1 ホテルアーバングレイス宇都宮 １F,-,028-632-1717
手打ちらーめん かえで,栃木県宇都宮市野沢45 ,-,-
ドゥエル 宇都宮店,栃木県宇都宮市馬場通り2-3-12 MEGAドン・キホーテ ラパーク宇都宮店 B1F,-,028-638-5233
石臼挽き手打ちそば　藤茂登（フジモト）,栃木県宇都宮市下金井町514-4 ,-,028-665-9678
ニワトコノミ,栃木県宇都宮市西一の沢町9-1 ,-,028-648-6454
アヒリヤ 宇都宮店（AHILYA）,栃木県宇都宮市インターパーク4-1-3 ,-,028-657-0173
フライングガーデン 東簗瀬店,栃木県宇都宮市東簗瀬1-28 ,-,-
トラットリア オット（TRATTORIA otto）,栃木県宇都宮市元今泉5-4-6 マロニエエコーハイツ 1F,-,028-601-8101
ワイルドバーン 宇都宮駅東店,栃木県宇都宮市元今泉4-14-14 ,-,028-610-0266
博多ラーメン　龍ノ髭　 宇都宮店,栃木県宇都宮市東簗瀬1-25-4 ,-,-
ミニワン 東武宇都宮店（Mini One）,栃木県宇都宮市宮園町5-4 東武宇都宮百貨店 1F,-,028-632-6825
柏屋菓子店,栃木県宇都宮市泉が丘2-1-49 ,-,028-661-8357
インビス・バーデン,栃木県宇都宮市江野町6-15 ,-,028-635-5331
今泉新町食堂（まいどおおきに食堂）,栃木県宇都宮市今泉新町281 ,-,-
千代（【旧店名】焼そば　山内家）,栃木県宇都宮市江野町1-8 ,-,-
とり茂,栃木県宇都宮市野沢町187-2 ,-,028-665-4798
野菜炒め専門店 ベジ家 宇都宮本店,栃木県宇都宮市峰4-10-28 山口マンション 1F,-,-
中華蕎麦しのざき,栃木県宇都宮市清原台3-18-2 ,-,-
レストラン明治の赤煉瓦（レストランメイジノアカレンガ）,栃木県宇都宮市御幸ケ原町88-4 ,-,028-662-0860
国産牛焼肉食べ放題 肉匠坂井 宇都宮店,栃木県宇都宮市簗瀬町1950-1 ,-,028-678-6029
フレッシュネスバーガー インターパークショッピングビレッジ店（FRESHNESS BURGER）,栃木県宇都宮市インターパーク4-1-3 ,-,-
わのわ,栃木県宇都宮市インターパーク4-1-3 ,-,028-656-1984
かつや 宇都宮長岡店,栃木県宇都宮市長岡町471-1 ,-,028-600-5678
居酒屋 とり安（いざかや とりやす）,栃木県宇都宮市大通り4-3-4 ,-,028-625-7996
ヒヨリベーカリー 南一の沢町本店（hiyori bakery）,栃木県宇都宮市南一の沢町2-38 ,-,028-689-8620
レストラン 花みずき,栃木県宇都宮市江野町2-1 ホテルアーバングレイス宇都宮1F,-,028-651-5955
銀座園（ギンザエン）,栃木県宇都宮市曲師町4-11 ,-,028-633-3915
珈琲館 作新学院前店（コーヒーカン）,栃木県宇都宮市鶴田町字鹿沼道北2180-3 ,-,028-678-4071
高橋餃子店,栃木県宇都宮市田下町455 ,-,028-652-4455
ふぢ,栃木県宇都宮市東宿郷4丁目6-5 ,-,028-639-2110
ホテルアーバングレイス宇都宮,栃木県宇都宮市江野町2-1 ,-,028-632-1717
北の豚丼,栃木県宇都宮市茂原町844 ,-,-
美食 同源菜（ビショク ドウゲンサイ）,栃木県宇都宮市駅前通り2-1-9 石塚ビル,-,028-651-1371
治兵衛,栃木県宇都宮市本町4-11 ホテル・ザ・セントレ3F,-,028-625-1212
soba 酔 jizo,栃木県宇都宮市塙田2-4-13 ,-,080-7612-1001
エルダボ（EL DABO）,栃木県宇都宮市江野町2-10 2F,-,028-612-7058
サン・クリストフォロ（S.CRISTOFORO）,栃木県宇都宮市錦3-9-4 ,-,028-643-3332
CoCo壱番屋 宇都宮東簗瀬店（ココイチバンヤ）,栃木県宇都宮市東簗瀬1-38-2 ,-,028-610-8070
ドー・ドーナツ,栃木県宇都宮市西2-2-22 ,-,-
サムライじゃんじゃん,栃木県宇都宮市東宿郷2丁目5-2 ,-,028-637-1967
らーめん・餃子 大餃列,栃木県宇都宮市江野町1-7 ,-,-
若森,栃木県宇都宮市満美穴町549-1 ,-,028-667-3339
スープカレー専門店 黄すけ,栃木県宇都宮市東宿郷4-5-10 清園ビル,-,028-666-7272
S.K.M.Dining（エス ケイ エム ダイニング）,栃木県宇都宮市平松本町1109-1 ソレイユガーデン 1F,-,028-651-4049
すし華亭 簗瀬店（すしはなてい）,栃木県宇都宮市城東1-9-17 ,-,-
喫茶satori（サトリ）,栃木県宇都宮市中央5-1-2 2F,-,不明の為情報お待ちしております
喫茶フリスコ,栃木県宇都宮市泉町3-6 ,-,-
ビストランテ・ボヌール,栃木県宇都宮市戸祭元町11-11 ,-,028-624-1114
とん汁うどん だっぺ,栃木県宇都宮市鶴田町1244-1 ,-,-
タコとハイボール 宇都宮店,栃木県宇都宮市曲師町5-1 ,-,028-680-5585
びっくりドンキー 宇都宮東店,栃木県宇都宮市元今泉7-5-13 ,-,-
生姜ラーメン井岡屋  下戸祭店,栃木県宇都宮市下戸祭1-6-5 ,-,-
幸楽苑 雀の宮店,栃木県宇都宮市宮の内3-186-11 ,-,028-688-1026
元祖 宇味家 JR宇都宮駅構内店（ウマイヤ）,栃木県宇都宮市川向町1-23 宇都宮駅ビルパセオ 2F,-,-
庄助,栃木県宇都宮市塙田2丁目2-3 ,-,028-622-3506
湧大（ゆうだい）,栃木県宇都宮市平出町1245-1 ,-,非公開
山インドキッチン（YAMA INDIAN KITCHEN）,栃木県宇都宮市北若松原2-11-39 ,-,028-612-1068
田舎うどん　力,栃木県下野市下古山446-2 ,-,0285-51-1266
道とん堀 鶴田店,栃木県宇都宮市鶴田2-39-49 ,-,028-649-0618
骨付鳥、からあげ、ハイボール がブリチキン。 宇都宮馬場通り店,栃木県宇都宮市馬場通り2-3-9 ,-,028-666-0808
順（ジュン）,栃木県宇都宮市二荒町1-7 ,-,080-8869-0010
バーミヤン 宇都宮明保野店,栃木県宇都宮市明保野町5-10 ,-,028-651-2162
GUSTO,栃木県宇都宮市菊水町11-20 ,-,028-678-6545
ル プライエ（Le Poulailler）,栃木県宇都宮市西一の沢5-17 ,-,080-4348-0035
立川マシマシ 宇都宮店,栃木県宇都宮市池上町4-8 ,-,-
シャングリラ・モティ 宇都宮店,栃木県宇都宮市宝木町1-22-6 ,-,028-643-7283
CoCo壱番屋 宇都宮下川俣店（ココイチバンヤ）,栃木県宇都宮市下川俣町206-122 ,-,028-683-3131
三代目本家 金鮨（きんずし）,栃木県宇都宮市二荒町1-3 ,-,028-634-6789
らーめん つる味,栃木県宇都宮市上田町1018-1 ,-,-
スターバックスコーヒー 宇都宮ゆいの杜店（STARBUCKS COFFEE）,栃木県宇都宮市ゆいの杜4-12-17 ,-,028-670-8100
FAR EAST KITCHEN（ファー イースト キッチン）,栃木県宇都宮市西2-2-26 ,-,028-305-2617
中華料理 湯湯亭（タンタンテイ）,栃木県宇都宮市宝木町2-1053-34 ,-,028-627-1367
木村のかきもち 雀の宮本店,栃木県宇都宮市南高砂11-37 ,-,028-653-5300
ザ・キッチン銀座ライオン 東武宇都宮店,栃木県宇都宮市宮園町5-4 ,-,028-614-3921
bari Sheep（バリシープ）,栃木県宇都宮市宮みらい1-1 ウツノミヤテラス 2F,-,028-678-8837
マクドナルド 4号線宇都宮泉が丘店,栃木県宇都宮市泉が丘5-8-2 ,-,028-689-3656
鮨四季の味 しおん,栃木県宇都宮市本町4-12 虎屋ビル B1F,-,028-623-0348
純米味噌らーめん みそら堂 鶴田店,栃木県宇都宮市鶴田町2967-1 ,-,-
とんから亭 宇都宮上横田店,栃木県宇都宮市上横田町1318-9 ,-,028-688-1881
サイゼリヤ 栃木石橋店（Saizeriya）,栃木県下野市上古山3382-1 ,-,0285-53-7198
小籠包ガーデン大地,栃木県宇都宮市陽東8-9-41 ,-,028-612-1515
イーストウッドカントリー倶楽部レストラン,栃木県宇都宮市冬室1039-3 ,-,028-674-8848
睦月（ムツキ）,栃木県宇都宮市大通り4-1-13 第一浅野ビル 1F,-,028-627-7666
存じやす　極,栃木県宇都宮市中央5-3-5 ,-,028-633-4147
鳳凰 長岡しょうが醤油ラーメン,栃木県宇都宮市陽東4-8-39 ,-,-
竜華,栃木県宇都宮市鐺山町3-54 ,-,028-670-6644
バー・シャモニー（BAR CHAMONIX）,栃木県宇都宮市江野町10-2 ,-,028-636-8760
元気寿司 東武店,栃木県宇都宮市江野町6-7 ,-,028-634-3621
ゴールドブッチャー,栃木県宇都宮市馬場通り3-1-15 ,-,028-666-4298
夢酒OGAWA パイプのけむり（ムッシュオガワ）,栃木県宇都宮市泉町2-19 ,-,-
もちづき,栃木県宇都宮市陽東1-8-18 ,-,-
カフェコムサ 宇都宮FKD インターパーク店（Cafe comme ca）,栃木県宇都宮市中島町939 FKDショッピングモール宇都宮インターパーク店 1F,-,028-657-0265
ナオミ オオガキ（Naomi OGAKI）,栃木県宇都宮市西1-1-2 ,-,028-680-4446
モスバーガー 宇都宮東店,栃木県宇都宮市峰1-23-30 ,-,028-632-1081
シャトレーゼ 宇都宮中今泉店（Chateraise）,栃木県宇都宮市中今泉5-19-3 ,-,028-612-8122
麺伝 とも,栃木県宇都宮市西川田東町15-21 ,-,-
いのまる,栃木県宇都宮市川俣町680-1 ,-,028-689-2929
宇都宮みんみん 江曽島店,栃木県宇都宮市江曽島本町23-4 ,-,-
めおとや農園,栃木県宇都宮市下小倉町5371 ,-,028-674-2220
うどん花むすび,栃木県河内郡上三川町大字東汗1306-4 ,-,-
ジョイフル 宇都宮テクノポリス店（Joyfull）,栃木県宇都宮市ゆいの杜4-14-13 ,-,028-670-1013
焼きそば★ばそき家 岡本店,栃木県宇都宮市下岡本町4539-1 ,-,028-671-1400
ロイヤルインドレストラン,栃木県宇都宮市御幸ケ原町89-6 ,-,不明の為情報お待ちしております
虎彦製菓,栃木県日光市鬼怒川温泉滝428 ,-,0288-77-0279
日高屋  宇都宮上大曽店,栃木県宇都宮市上大曽町371-1 ,-,-
鶏白湯ラーメン ぱいず オリオン通り店,栃木県宇都宮市曲師町3-12 シルバービル 1F,-,不明の為情報お待ちしております
青源本店 発酵専門店,栃木県宇都宮市旭1-4-32 ,-,028-633-3335
山本 ラトリエ ドゥ キュイジーヌ（ヤマモト L'atelier de cuisine）,栃木県宇都宮市東簗瀬1-7-2 パールマンション 1F,-,028-634-5100
パンとサンドイッチの店 ケンジ,栃木県宇都宮市茂原町2-10-24 ,-,不明の為情報お待ちしております
宇都宮餃子館 西口駅前中央店,栃木県宇都宮市駅前通り3-1-5 つちやビル １F,-,-
ラ・オハナ 宇都宮今泉店,栃木県宇都宮市元今泉3-3-15 ,-,028-638-8931
麺榮 王様のラーメン,栃木県宇都宮市八千代2-1-4 ,-,不明の為情報お待ちしております
東横INN  東武宇都宮駅西口（東横イン）,栃木県宇都宮市西1-1-9 ,-,028-636-1045
鯛塩そば 灯花 トナリエ宇都宮店,栃木県宇都宮市駅前通り1-4-6 トナリエ宇都宮 1F,028-678-5765,050-5600-0362
お米ひろば　さとう 宇大前店,栃木県宇都宮市峰3-31-46 ,-,028-637-3888
カトマンズキッチン,栃木県宇都宮市田野町559-6 ,-,028-612-4417
Tajika（タジカ）,栃木県宇都宮市今宮1-17-10 ,-,028-659-6778
Caffe Italiano L'insieme（カッフェ イタリアーノ リンシエメ）,栃木県宇都宮市砥上町1140-1 サンハイツ砥上 1F,-,028-680-7441
スターバックス・コーヒー 宇都宮上戸祭店,栃木県宇都宮市上戸祭町字欠ノ上366-7 ,-,-
SPICE CURRY SIMBA（スパイスカレーシンバ）,栃木県宇都宮市中央2-3-2 ,-,-
けせもい,栃木県宇都宮市仲町3-19 宇都宮ハイツ　１Ｆ,-,-
だるまや 宇都宮中央本店,栃木県宇都宮市江野町9-1 ,-,028-632-1082
にっさと,栃木県宇都宮市新里町丙254 道の駅うつのみや ろまんちっく村,-,-
林屋本店,栃木県宇都宮市泉が丘5-4-1 ,-,028-661-8848
焼肉みやま,栃木県宇都宮市野高谷町1140 ,-,028-667-8129
一品香 駒生店（いっぴんこう）,栃木県宇都宮市宝木町1-28-20 ,-,-
たけし,栃木県宇都宮市田野町636-2 ,-,028-652-0552
ラムの屋,栃木県宇都宮市東戸祭1-2-17 宇都宮長安ビル 1F,-,028-666-6507
フレッシュネスバーガー 宇都宮店（FRESHNESS BURGER）,栃木県宇都宮市曲師町2-18 フェスタ　1Ｆ,-,-
ラーメン 清家（せいや）,栃木県宇都宮市下岡本町4520-17 ,-,-
オギノラーメン,栃木県宇都宮市池上町2-10 ,-,-
牛タンと和牛赤身肉専門店 焼肉 韓味房  下栗店,栃木県宇都宮市下栗町2916-9 エイムビル 1F,-,028-680-6330
日本橋　からり 宇都宮駅ビルパセオ店,栃木県宇都宮市川向町1-23 宇都宮駅ビルパセオ 1F,-,-
幸楽苑 上戸祭店（カミトマツリテン）,栃木県宇都宮市上戸祭字北原296-1 ,-,-
宇都宮餃子館 宇都宮インター店,栃木県宇都宮市徳次郎町高谷原21-1 ,-,028-666-1317
山田ポークステーキ,栃木県宇都宮市川向町1-23 宇都宮駅ビルパセオ 1F,-,-
ラーメン永幸,栃木県宇都宮市下岡本町4535-1 ,-,不明の為情報お待ちしております
らーめん十八番,栃木県宇都宮市東宿郷1丁目5-4 ,-,028-610-6266
シェーキーズ FKD 宇都宮インターパーク店（Shakey’s）,栃木県宇都宮市中島町939 ＦＫＤショッピングモール宇都宮インターパーク店　１Ｆ　フードコート内,-,028-657-6325
イタリア料理 Porta（イタリア料理 ポルタ）,栃木県宇都宮市中一の沢町1-8 ,-,028-688-0220
龍華園,栃木県宇都宮市東今泉2-5-36 ,-,028-663-0147
